Node1,Sign,Node2,Weight
PRKACA,-1,PIN1,0.75
PRKACA,-1,PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,1
PRKACA,-1,SPTBN1,1
PRKACA,1,CSNK1A1L,0.75
PRKACA,1,HNRNPK,1
PRKACA,1,STK11,1
PRKACA,1,TTF2,1
PRKCA,-1,GFPT1,1
PRKCA,-1,GSK3B,1
PRKCA,-1,HNRNPA1,1
PRKCA,1,CSPG4,1
PRKCA,1,GRM5,1
PRKCA,1,TLN1,1
PRKCQ,1,GRM5,1
PRKCQ,1,MAPK8,1
PRKCQ,1,RDX,1
PRKD1,1,ARFIP1,1
PRKDC,-1,EIF2AK4,1
PRKDC,1,ABL1,1
PRKDC,1,CHEK2,0.625
PSIP1,1,ADH4,1
RASGRF1,1,RRAS2,1
RCC1,1,NUP98,1
RUNX1,1,ELANE,0.125
RUVBL1,1,DKC1,1
SOCS1,-1,IRAK1,0.25
SRC,-1,HNF4A,1
SRC,-1,HNRNPK,1
SRC,1,ABL2,1
SRC,1,CAV1,1
SRC,1,CDH5,1
SRC,1,FERMT2,1
SRC,1,SPTAN1,1
SRC,1,STAT1,1
STAT1,-1,HIF1A,1
STAT1,-1,MYC,0.375
STAT1,-1,RPS24,1
STAT1,1,MYD88,0.75
STK11,1,GSK3B,1
STK11,1,HDLBP,1
TCF7L2,1,GLI2,0.25
TCF7L2,1,MMP7,0.25
TGFB1,-1,COL2A1,0.875
TGFB1,1,TGFBR2,0.875
TGFBR2,1,RUVBL1,1
TTF2,1,CDC5L,1
USF1,1,SERBP1,1
USF1,1,TGFB1,0.875
