Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,logFC_z
ATF1,,1,0,0,0,0,0,NA
ATF2,,1,0,0,0,0,0,NA
ATF3,,1,0,0,0,0,0,NA
ATF4,,1,0,0,0,0,0,NA
ATM,,1,0,0,0,0,0,NA
ATP2C1,,1,0,0,0,0,0,NA
ATR,,1,0,0,0,0,0,NA
AURKA,,1,0,0,0,0,0,NA
AURKB,,1,0,0,0,0,0,NA
AVP,,1,0,0,0,0,0,NA
AXIN1,,1,0,0,0,0,0,NA
AXIN2,,1,0,0,0,0,0,NA
B2M,,1,0,0,0,0,0,NA
BAD,,1,0,0,0,0,0,NA
BAG1,,1,0,0,0,0,0,NA
BAMBI,,1,0,0,0,0,0,NA
BCAT1,,1,0,0,0,0,0,NA
BCHE,,1,0,0,0,0,0,NA
BCKDHB,,1,0,0,0,0,0,NA
BCL10,,1,0,0,0,0,0,NA
BCL2,,1,0,0,0,0,0,NA
BCL2L1,,1,0,0,0,0,0,NA
BCL2L11,,1,0,0,0,0,0,NA
BCL6,,1,0,0,0,0,0,NA
BCR,,1,0,0,0,0,0,NA
BDNF,,1,0,0,0,0,0,NA
BIRC2,,1,0,0,0,0,0,NA
BIRC3,,1,0,0,0,0,0,NA
BIRC5,,1,0,0,0,0,0,NA
BIRC6,,1,0,0,0,0,0,NA
BIRC7,,1,0,0,0,0,0,NA
BLM,,1,0,0,0,0,0,NA
BMP2,,1,0,0,0,0,0,NA
BMP4,,1,0,0,0,0,0,NA
BMP5,,1,0,0,0,0,0,NA
BMP7,,1,0,0,0,0,0,NA
BMPR1A,,1,0,0,0,0,0,NA
BRAP,,1,0,0,0,0,0,NA
BRCA1,,1,0,0,0,0,0,NA
BRD4,,1,0,0,0,0,0,NA
BRD8,,1,0,0,0,0,0,NA
BRMS1,,1,0,0,0,0,0,NA
BSG,,1,0,0,0,0,0,NA
BTC,,1,0,0,0,0,0,NA
BTK,,1,0,0,0,0,0,NA
BTRC,,1,0,0,0,0,0,NA
BUB1,,1,0,0,0,0,0,NA
c3dc_c,,1,0,0,0,0,0,NA
C4BPA,,1,0,0,0,0,0,NA
CABIN1,,1,0,0,0,0,0,NA
CAD,,1,0,0,0,0,0,NA
CALCA,,1,0,0,0,0,0,NA
CALM1,,1,0,0,0,0,0,NA
CALM2,,1,0,0,0,0,0,NA
CALM3,,1,0,0,0,0,0,NA
CALR,,1,0,0,0,0,0,1.321923454999123
CAMK1,,1,0,0,0,0,0,NA
CAMK1D,,1,0,0,0,0,0,NA
CAMK1G,,1,0,0,0,0,0,NA
CAMK2A,,1,0,0,0,0,0,0.6237288761677553
CAMK2B,,1,0,0,0,0,0,NA
CAMK2D,,1,0,0,0,0,0,0.6237288761677553
CAMK2G,,1,0,0,0,0,0,NA
CAMK4,,1,0,0,0,0,0,NA
CAMKK1,,1,0,0,0,0,0,NA
CAMP,,1,0,0,0,0,0,NA
CAPN1,,1,0,0,0,0,0,0.421413631353644
CAPN2,,1,0,0,0,0,0,0.7772445979833825
CAPNS1,,1,0,0,0,0,0,NA
CARD16,,1,0,0,0,0,0,NA
CARM1,,1,0,0,0,0,0,NA
CASP1,,1,0,0,0,0,0,2.0419518972469666
CASP10,,1,0,0,0,0,0,NA
CASP2,,1,0,0,0,0,0,NA
CASP3,,1,0,0,0,0,0,NA
CASP6,,1,0,0,0,0,0,NA
CASP7,,1,0,0,0,0,0,NA
CASP8,,1,0,0,0,0,0,NA
CASP9,,1,0,0,0,0,0,NA
CAT,,1,0,0,0,0,0,-1.8994274524462909
CAV1,,1,0,0,0,0,0,0.035401641528731036
CBFA2T3,,1,0,0,0,0,0,NA
CBL,,1,0,0,0,0,0,NA
CCAR2,,1,0,0,0,0,0,0.9610202092345657
CCK,,1,0,0,0,0,0,NA
CCL15,,1,0,0,0,0,0,NA
CCL2,,1,0,0,0,0,0,NA
CCN1,,1,0,0,0,0,0,NA
CCN2,,1,0,0,0,0,0,NA
CCNA1,,1,0,0,0,0,0,NA
CCNA2,,1,0,0,0,0,0,NA
CCNA2_CDK2,,1,0,0,0,0,0,NA
CCNB1,,1,0,0,0,0,0,NA
CCNB1_CDK1,,1,0,0,0,0,0,NA
CCND1,,1,0,0,0,0,0,NA
CCND1_CDK4,,1,0,0,0,0,0,NA
CCND2,,1,0,0,0,0,0,NA
CCND3,,0.96,0.04,0,0.04,0,0.04,NA
CCNE1,,1,0,0,0,0,0,NA
CCNT1,,1,0,0,0,0,0,NA
CD22,,1,0,0,0,0,0,NA
CD247,,1,0,0,0,0,0,NA
CD28,,1,0,0,0,0,0,NA
CD3D,,1,0,0,0,0,0,NA
CD3E,,1,0,0,0,0,0,NA
CD3G,,1,0,0,0,0,0,NA
CD40,,1,0,0,0,0,0,NA
CD40LG,,1,0,0,0,0,0,NA
CD44,,1,0,0,0,0,0,1.5471428900204418
CD58,,1,0,0,0,0,0,NA
CD79A,,1,0,0,0,0,0,NA
CD79B,,1,0,0,0,0,0,NA
CD82,,1,0,0,0,0,0,NA
CD8A,,1,0,0,0,0,0,NA
CD8B,,1,0,0,0,0,0,NA
CDC25A,,1,0,0,0,0,0,NA
CDC34,,1,0,0,0,0,0,NA
CDC42,,1,0,0,0,0,0,0.09506096332908907
CDC7,,1,0,0,0,0,0,NA
CDCA8,,1,0,0,0,0,0,NA
CDH1,P,0,0,1,-1,1,-1,-2.366982198509738
CDH11,,1,0,0,0,0,0,NA
CDH13,,1,0,0,0,0,0,NA
CDH17,,1,0,0,0,0,0,NA
CDH2,,1,0,0,0,0,0,NA
CDH3,,1,0,0,0,0,0,NA
CDH4,,1,0,0,0,0,0,NA
CDH5,,1,0,0,0,0,0,NA
CDK1,,1,0,0,0,0,0,NA
CDK2,,1,0,0,0,0,0,NA
CDK3,,1,0,0,0,0,0,NA
CDK4,,1,0,0,0,0,0,NA
CDK5,,1,0,0,0,0,0,NA
CDK5_CDK5R1,,1,0,0,0,0,0,NA
CDK6,,1,0,0,0,0,0,NA
CDK7,,1,0,0,0,0,0,NA
CDK8,,1,0,0,0,0,0,NA
CDK9,,1,0,0,0,0,0,NA
CDKN1A,,0.99,0.01,0,0.01,0,0.01,NA
CDKN2A,,1,0,0,0,0,0,NA
CDKN2AIP,,1,0,0,0,0,0,NA
CDR2,,1,0,0,0,0,0,NA
CDS1,,1,0,0,0,0,0,NA
CDX1,,1,0,0,0,0,0,NA
CDX2,,1,0,0,0,0,0,NA
CEBPA,,1,0,0,0,0,0,NA
CEBPB,,0,1,0,1,0,1,NA
CEBPE,,1,0,0,0,0,0,NA
CEP43,,1,0,0,0,0,0,NA
CFLAR,,1,0,0,0,0,0,NA
CHAT,,1,0,0,0,0,0,NA
CHEK1,,1,0,0,0,0,0,NA
CHEK2,,1,0,0,0,0,0,NA
CHGA,,1,0,0,0,0,0,NA
CHKA,,1,0,0,0,0,0,NA
CHP1,,1,0,0,0,0,0,NA
CHP2,,1,0,0,0,0,0,NA
CHRNB3,,1,0,0,0,0,0,NA
CHUK,,1,0,0,0,0,0,NA
CISH,,1,0,0,0,0,0,NA
CITED1,,1,0,0,0,0,0,NA
CITED2,,1,0,0,0,0,0,NA
CLIC4,P,0,1,0,1,1,1,2.3946265481147258
CLK2,,1,0,0,0,0,0,NA
CLU,,1,0,0,0,0,0,-1.682259697732481
CNBP,,1,0,0,0,0,0,NA
CNR1,,1,0,0,0,0,0,NA
CNTF,,1,0,0,0,0,0,NA
COL1A1,,1,0,0,0,0,0,NA
COP1,,1,0,0,0,0,0,NA
COPS5,P,0,0,1,-1,1,-1,-2.2743588875380913
COPS6,,1,0,0,0,0,0,NA
CPT1A,,0.76,0.24,0,0.24,0,0.24,0.9793663345764148
CPT1B,,0.25,0.75,0,0.75,0,0.75,NA
CPT1C,,0.99,0.01,0,0.01,0,0.01,NA
CPT2,,0.24,0.76,0,0.76,0,0.76,-1.1736347443799753
CREB1,,1,0,0,0,0,0,NA
CREB3,,1,0,0,0,0,0,NA
CREB3L1,,1,0,0,0,0,0,NA
CREB3L2,,1,0,0,0,0,0,NA
CREB3L3,,1,0,0,0,0,0,NA
CREB3L4,,1,0,0,0,0,0,NA
CREB5,,1,0,0,0,0,0,NA
CREBBP,,1,0,0,0,0,0,NA
CREBBP_EP300,,1,0,0,0,0,0,NA
CREM,,1,0,0,0,0,0,NA
CRH,,1,0,0,0,0,0,NA
CRHR1,,1,0,0,0,0,0,NA
CRP,,1,0,0,0,0,0,NA
CRYAB,,1,0,0,0,0,0,NA
CSAD,,1,0,0,0,0,0,NA
CSF1,,1,0,0,0,0,0,NA
CSF2,,1,0,0,0,0,0,NA
CSF2RB,,1,0,0,0,0,0,NA
CSF3,,1,0,0,0,0,0,NA
CSN1S1,,1,0,0,0,0,0,NA
CSNK1A1,,1,0,0,0,0,0,-1.1964555410497562
CSNK1A1L,,1,0,0,0,0,0,NA
CSNK1D,,1,0,0,0,0,0,NA
CSNK1E,,1,0,0,0,0,0,NA
CSNK1G1,,1,0,0,0,0,0,NA
CSNK1G2,,1,0,0,0,0,0,NA
CSNK2A1,,1,0,0,0,0,0,0.9253516388715274
CSNK2A2,,1,0,0,0,0,0,0.5231324978479513
CSNK2B,,1,0,0,0,0,0,NA
CTBP1,,1,0,0,0,0,0,NA
CTCF,,1,0,0,0,0,0,NA
CTDSP1,,1,0,0,0,0,0,NA
CTLA4,,1,0,0,0,0,0,NA
CTNNA1,,1,0,0,0,0,0,0.3223029852967799
CTNNA3,,1,0,0,0,0,0,0.3223029852967799
CTNNB1,,1,0,0,0,0,0,1.6397504332067736
CTNNBIP1,,1,0,0,0,0,0,NA
CTNND1,,1,0,0,0,0,0,0.7996551803859467
CTSB,,1,0,0,0,0,0,-0.6593301346651412
CTSD,,1,0,0,0,0,0,-0.48214137100096643
CUL1,,1,0,0,0,0,0,1.4443575985715351
CXCL1,,1,0,0,0,0,0,NA
CXCL12,,1,0,0,0,0,0,NA
CXCL13,,1,0,0,0,0,0,NA
CXCL2,,1,0,0,0,0,0,NA
CXCR4,,1,0,0,0,0,0,NA
CYCS,,1,0,0,0,0,0,-1.2816499094446934
CYLD,,1,0,0,0,0,0,NA
CYP17A1,,1,0,0,0,0,0,NA
DAAM1,,1,0,0,0,0,0,NA
DAB2IP,,1,0,0,0,0,0,NA
DACH1,,1,0,0,0,0,0,NA
DAPK1,,1,0,0,0,0,0,NA
DAPK3,,1,0,0,0,0,0,NA
DAXX,,1,0,0,0,0,0,NA
DBI,,1,0,0,0,0,0,-0.8470885204398141
DDB1,P,0,1,0,1,1,1,2.447473864372543
DDR1,,1,0,0,0,0,0,NA
DDX21,,1,0,0,0,0,0,1.3142724101444994
DDX5,,1,0,0,0,0,0,0.7418652060347183
DEK,,1,0,0,0,0,0,-0.06539699569039148
DEPTOR_EEF1A1_MLST8_MTOR_PRR5_RICTOR,,1,0,0,0,0,0,NA
DFFA,,1,0,0,0,0,0,NA
DKK1,,1,0,0,0,0,0,NA
DLAT,,1,0,0,0,0,0,1.9000886317678953
DLD,,1,0,0,0,0,0,0.01138381699493667
DNAJA1,,1,0,0,0,0,0,0.595961659367898
DNAJA3,,1,0,0,0,0,0,NA
DPP4,,1,0,0,0,0,0,-0.6166459078852359
DRD2,,1,0,0,0,0,0,NA
DSCAM,,1,0,0,0,0,0,NA
DSCAML1,,1,0,0,0,0,0,NA
DTX1,,1,0,0,0,0,0,NA
DUSP1,,1,0,0,0,0,0,NA
DUSP10,,1,0,0,0,0,0,NA
DUSP16,,1,0,0,0,0,0,NA
DUSP2,,1,0,0,0,0,0,NA
DUSP3,,1,0,0,0,0,0,NA
DUSP4,,1,0,0,0,0,0,NA
DUSP5,,1,0,0,0,0,0,NA
DUSP6,,1,0,0,0,0,0,NA
DUSP8,,1,0,0,0,0,0,NA
DVL1,,1,0,0,0,0,0,NA
DVL2,,1,0,0,0,0,0,NA
DVL3,,1,0,0,0,0,0,NA
DYRK1B,,1,0,0,0,0,0,NA
DYRK2,,1,0,0,0,0,0,NA
E2F1,,0.92,0,0.08,-0.08,0,-0.08,NA
E2F2,,1,0,0,0,0,0,NA
E2F3,,1,0,0,0,0,0,NA
E2F4,,1,0,0,0,0,0,NA
E2F5,,1,0,0,0,0,0,NA
E2F6,,1,0,0,0,0,0,NA
E2F7,,1,0,0,0,0,0,NA
E4F1,,1,0,0,0,0,0,NA
EBI3,,1,0,0,0,0,0,NA
ECT2,,1,0,0,0,0,0,NA
EDN1,,1,0,0,0,0,0,NA
EDN3,,1,0,0,0,0,0,NA
EGF,,1,0,0,0,0,0,NA
EGFR,,1,0,0,0,0,0,NA
EGR1,,1,0,0,0,0,0,NA
EGR2,,1,0,0,0,0,0,NA
EGR3,,1,0,0,0,0,0,NA
EIF2AK2,,1,0,0,0,0,0,1.961626209768525
EIF4E,,1,0,0,0,0,0,NA
ELANE,,1,0,0,0,0,0,NA
ELAVL1,,1,0,0,0,0,0,0.4944495464761305
ELK1,,1,0,0,0,0,0,NA
EMD,,1,0,0,0,0,0,0.2816568648279624
ENG,,1,0,0,0,0,0,NA
ENO1,,1,0,0,0,0,0,1.6947184345702266
ENPEP,,1,0,0,0,0,0,NA
Enzyme10371__ACADVL_HADHA_HADHB,,1,0,0,0,0,0,NA
Enzyme1175__SLC25A20,,0.01,0.99,0,0.99,0,0.99,NA
Enzyme1175__SLC25A20_reverse,,1,0,0,0,0,0,NA
Enzyme1199__TAT_reverse,,1,0,0,0,0,0,NA
Enzyme125000002__SLC38A2,,1,0,0,0,0,0,NA
Enzyme133__AKR1A1,,1,0,0,0,0,0,NA
Enzyme136__ALDH1A2,,1,0,0,0,0,0,NA
Enzyme136__ALDH9A1,,1,0,0,0,0,0,NA
Enzyme1401__SLC6A6,,1,0,0,0,0,0,NA
Enzyme1401__SLC6A6_reverse,,1,0,0,0,0,0,NA
Enzyme1453__CPT2,,1,0,0,0,0,0,NA
Enzyme1453__CPT2_reverse,,0.85,0.15,0,0.15,0,0.15,NA
Enzyme1454__SLC25A20,,0.9,0.1,0,0.1,0,0.1,NA
Enzyme1454__SLC25A20_reverse,,1,0,0,0,0,0,NA
Enzyme1603__SCD,,1,0,0,0,0,0,NA
Enzyme1603__SCD5,,1,0,0,0,0,0,NA
Enzyme168800002__SLC25A1,,1,0,0,0,0,0,NA
Enzyme177__SLC1A1_TRANSPORTER2,,1,0,0,0,0,0,NA
Enzyme177__SLC1A2_TRANSPORTER2,,1,0,0,0,0,0,NA
Enzyme177__SLC1A3_TRANSPORTER2,,1,0,0,0,0,0,NA
Enzyme177__SLC1A6_TRANSPORTER2,,1,0,0,0,0,0,NA
Enzyme179400003__SLC6A6,,0.91,0.09,0,0.09,0,0.09,NA
Enzyme1830__SLC7A5_TRANSPORTER4_reverse,,1,0,0,0,0,0,NA
Enzyme1842__SLC7A5_TRANSPORTER4_reverse,,1,0,0,0,0,0,NA
Enzyme185100002__SLC7A5,,1,0,0,0,0,0,NA
Enzyme185200002__SLC7A5,,1,0,0,0,0,0,NA
Enzyme185300002__SLC7A5,,1,0,0,0,0,0,NA
Enzyme211600002__SLCO1B1,,1,0,0,0,0,0,NA
Enzyme211700002__SLCO1B1,,1,0,0,0,0,0,NA
Enzyme211800002__SLCO1B1,,1,0,0,0,0,0,NA
Enzyme213__CPT1A,,0.84,0.16,0,0.16,0,0.16,NA
Enzyme213__CPT1A_reverse,,1,0,0,0,0,0,NA
Enzyme213__CPT1B,,0.34,0.66,0,0.66,0,0.66,NA
Enzyme213__CPT1B_reverse,,1,0,0,0,0,0,NA
Enzyme213__CPT1C,,0.99,0.01,0,0.01,0,0.01,NA
Enzyme213__CPT1C_reverse,,1,0,0,0,0,0,NA
Enzyme214__CPT1A,,1,0,0,0,0,0,NA
Enzyme214__CPT1A_reverse,,0.78,0.22,0,0.22,0,0.22,NA
Enzyme214__CPT2,,1,0,0,0,0,0,NA
Enzyme214__CPT2_reverse,,0.48,0.52,0,0.52,0,0.52,NA
Enzyme215__SLC25A20,,0.84,0.16,0,0.16,0,0.16,NA
Enzyme215__SLC25A20_reverse,,0.83,0.17,0,0.17,0,0.17,NA
Enzyme220600002__SLC25A1,,0.29,0.71,0,0.71,0,0.71,NA
Enzyme220700001__SLC25A1,,1,0,0,0,0,0,NA
Enzyme220800003__SLC25A1,,1,0,0,0,0,0,NA
Enzyme221500002__SLC25A1,,1,0,0,0,0,0,NA
Enzyme222__CPT1A,,0.84,0.16,0,0.16,0,0.16,NA
Enzyme222__CPT1A_reverse,,1,0,0,0,0,0,NA
Enzyme222__CPT1B,,0.56,0.44,0,0.44,0,0.44,NA
Enzyme222__CPT1B_reverse,,1,0,0,0,0,0,NA
Enzyme222__CPT1C,,0.99,0.01,0,0.01,0,0.01,NA
Enzyme222__CPT1C_reverse,,1,0,0,0,0,0,NA
Enzyme223__SLC25A20,,0.71,0.29,0,0.29,0,0.29,NA
Enzyme223__SLC25A20_reverse,,0.96,0.04,0,0.04,0,0.04,NA
Enzyme2275__RE2034C_reverse,,1,0,0,0,0,0,NA
Enzyme2500__SLC25A20,,0.56,0.44,0,0.44,0,0.44,NA
Enzyme2500__SLC25A20_reverse,,1,0,0,0,0,0,NA
Enzyme2533__CPT1A,,0.76,0.24,0,0.24,0,0.24,NA
Enzyme2533__CPT1A_reverse,,1,0,0,0,0,0,NA
Enzyme2533__CPT1B,,0.25,0.75,0,0.75,0,0.75,NA
Enzyme2533__CPT1B_reverse,,1,0,0,0,0,0,NA
Enzyme2533__CPT1C,,0.99,0.01,0,0.01,0,0.01,NA
Enzyme2533__CPT1C_reverse,,1,0,0,0,0,0,NA
Enzyme2599__CPT1A_reverse,,1,0,0,0,0,0,NA
Enzyme2599__CPT1B_reverse,,1,0,0,0,0,0,NA
Enzyme2599__CPT1C_reverse,,1,0,0,0,0,0,NA
Enzyme2662__DBI,,1,0,0,0,0,0,NA
Enzyme2691__SLC27A4,,1,0,0,0,0,0,NA
Enzyme273700002__SLC1A4,,1,0,0,0,0,0,NA
Enzyme36100002__SLCO1B1,,1,0,0,0,0,0,NA
Enzyme362__SULT1E1,,0.18,0,0.82,-0.82,0,-0.82,NA
Enzyme362__SULT2A1,,0.87,0,0.13,-0.13,0,-0.13,NA
Enzyme3632__ARG1,,0,1,0,1,0,1,NA
Enzyme3634__GAD1,,0.2,0.8,0,0.8,0,0.8,NA
Enzyme3636__GOT1_reverse,,0,1,0,1,0,1,NA
Enzyme3667__CAD,,1,0,0,0,0,0,NA
Enzyme3712__BCAT1_reverse,,1,0,0,0,0,0,NA
Enzyme3740__BCAT1_reverse,,1,0,0,0,0,0,NA
Enzyme3746__ACSS2,,1,0,0,0,0,0,NA
Enzyme3806__ALDH1A2,,1,0,0,0,0,0,NA
Enzyme3806__ALDH1A3,,1,0,0,0,0,0,NA
Enzyme3806__ALDH9A1,,1,0,0,0,0,0,NA
Enzyme3823__ACSS2,,1,0,0,0,0,0,NA
Enzyme3873__orphanReacOBDHc,,1,0,0,0,0,0,NA
Enzyme4252__ACSL1,,1,0,0,0,0,0,NA
Enzyme4252__ACSL3,,1,0,0,0,0,0,NA
Enzyme4252__ACSL4,,1,0,0,0,0,0,NA
Enzyme4252__ACSL5,,1,0,0,0,0,0,NA
Enzyme4252__ACSL6,,1,0,0,0,0,0,NA
Enzyme4290__ACSL1,,1,0,0,0,0,0,NA
Enzyme4290__ACSL3,,1,0,0,0,0,0,NA
Enzyme4290__ACSL4,,1,0,0,0,0,0,NA
Enzyme4290__ACSL5,,1,0,0,0,0,0,NA
Enzyme4290__ACSL6,,1,0,0,0,0,0,NA
Enzyme4301__ACSL1,,1,0,0,0,0,0,NA
Enzyme4301__ACSL3,,1,0,0,0,0,0,NA
Enzyme4301__ACSL4,,1,0,0,0,0,0,NA
Enzyme4301__ACSL5,,1,0,0,0,0,0,NA
Enzyme4301__ACSL6,,1,0,0,0,0,0,NA
Enzyme4352__ACHE,,1,0,0,0,0,0,NA
Enzyme4352__BCHE,,1,0,0,0,0,0,NA
Enzyme4465__CYP17A1,,1,0,0,0,0,0,NA
Enzyme4473__HSD3B1,,1,0,0,0,0,0,NA
Enzyme4473__HSD3B2,,1,0,0,0,0,0,NA
Enzyme4485__HACD2,,1,0,0,0,0,0,NA
Enzyme4494__SCD,,1,0,0,0,0,0,NA
Enzyme4494__SCD5,,1,0,0,0,0,0,NA
Enzyme452400002__SLC22A9,,1,0,0,0,0,0,NA
Enzyme452400002__SLC25A20,,0.85,0.15,0,0.15,0,0.15,NA
Enzyme452900002__SLC22A9,,0.89,0.11,0,0.11,0,0.11,NA
Enzyme452900002__SLC25A20,,0.79,0.21,0,0.21,0,0.21,NA
Enzyme4557__CPT1A,,0.92,0.08,0,0.08,0,0.08,NA
Enzyme4557__CPT1A_reverse,,1,0,0,0,0,0,NA
Enzyme4557__CPT1B,,0.73,0.27,0,0.27,0,0.27,NA
Enzyme4557__CPT1B_reverse,,1,0,0,0,0,0,NA
Enzyme4557__CPT1C,,1,0,0,0,0,0,NA
Enzyme4557__CPT1C_reverse,,1,0,0,0,0,0,NA
Enzyme4560__CPT1A,,1,0,0,0,0,0,NA
Enzyme4560__CPT1A_reverse,,1,0,0,0,0,0,NA
Enzyme4560__CPT1B,,0.87,0.13,0,0.13,0,0.13,NA
Enzyme4560__CPT1B_reverse,,1,0,0,0,0,0,NA
Enzyme4560__CPT1C,,0.99,0.01,0,0.01,0,0.01,NA
Enzyme4560__CPT1C_reverse,,1,0,0,0,0,0,NA
Enzyme4562__CPT2,,0.54,0.46,0,0.46,0,0.46,NA
Enzyme4562__CPT2_reverse,,1,0,0,0,0,0,NA
Enzyme4600__ACADL,,1,0,0,0,0,0,NA
Enzyme4600__ACADM,,1,0,0,0,0,0,NA
Enzyme4600__ACADVL,,1,0,0,0,0,0,NA
Enzyme4752__ALDH9A1,,1,0,0,0,0,0,NA
Enzyme4786__ADI1,,1,0,0,0,0,0,NA
Enzyme4787__IL4I1,,1,0,0,0,0,0,NA
Enzyme487700002__SLC22A11,,1,0,0,0,0,0,NA
Enzyme498800002__SLCO1B1,,1,0,0,0,0,0,NA
Enzyme5551__SLC25A20,,0,1,0,1,0,1,NA
Enzyme5551__SLC25A20_reverse,,1,0,0,0,0,0,NA
Enzyme5580__OGDH_DLD_PDHX_DLST,,1,0,0,0,0,0,NA
Enzyme5592__GPT_reverse,,1,0,0,0,0,0,NA
Enzyme5592__GPT2_reverse,,1,0,0,0,0,0,NA
Enzyme5596__ADH1B_ADH1C,,1,0,0,0,0,0,NA
Enzyme5635__CAD,,1,0,0,0,0,0,NA
Enzyme5635__CAD_reverse,,1,0,0,0,0,0,NA
Enzyme5661__ALDH1A2,,1,0,0,0,0,0,NA
Enzyme5661__ALDH9A1,,1,0,0,0,0,0,NA
Enzyme5686__CPT2,,1,0,0,0,0,0,NA
Enzyme5686__CPT2_reverse,,0.66,0.34,0,0.34,0,0.34,NA
Enzyme5761__GOT1_reverse,,1,0,0,0,0,0,NA
Enzyme5802__SCD,,1,0,0,0,0,0,NA
Enzyme5804__SCD,,1,0,0,0,0,0,NA
Enzyme5913__CPT1A,,0.76,0.24,0,0.24,0,0.24,NA
Enzyme5913__CPT1A_reverse,,1,0,0,0,0,0,NA
Enzyme5913__CPT1B,,0.46,0.54,0,0.54,0,0.54,NA
Enzyme5913__CPT1B_reverse,,1,0,0,0,0,0,NA
Enzyme5913__CPT1C,,1,0,0,0,0,0,NA
Enzyme5913__CPT1C_reverse,,1,0,0,0,0,0,NA
Enzyme5914__CPT2,,1,0,0,0,0,0,NA
Enzyme5914__CPT2_reverse,,0.94,0.06,0,0.06,0,0.06,NA
Enzyme5915__SLC25A20,,0.83,0.17,0,0.17,0,0.17,NA
Enzyme5915__SLC25A20_reverse,,0.92,0.08,0,0.08,0,0.08,NA
Enzyme5926__CYP2E1,,1,0,0,0,0,0,NA
Enzyme6068__ACSL1,,1,0,0,0,0,0,NA
