Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,t
B2M,,1,0,0,0,0,0,NA
BAD,,1,0,0,0,0,0,NA
BAG1,,1,0,0,0,0,0,1.84744622814457
BAMBI,,1,0,0,0,0,0,NA
BCAT1,,1,0,0,0,0,0,NA
BCHE,,1,0,0,0,0,0,NA
BCKDHB,,1,0,0,0,0,0,NA
BCL10,,1,0,0,0,0,0,NA
BCL2,,1,0,0,0,0,0,NA
BCL2L1,,1,0,0,0,0,0,NA
BCL6,,1,0,0,0,0,0,NA
BCR,,1,0,0,0,0,0,NA
BDNF,,1,0,0,0,0,0,NA
BHLHE40,,1,0,0,0,0,0,NA
BLM,,1,0,0,0,0,0,NA
BMP4,,1,0,0,0,0,0,NA
BMP7,,1,0,0,0,0,0,NA
BMPR1A,,1,0,0,0,0,0,NA
BRCA1,,1,0,0,0,0,0,NA
BRD4,,1,0,0,0,0,0,NA
BRD8,,1,0,0,0,0,0,NA
BRMS1,,1,0,0,0,0,0,NA
BSG,,1,0,0,0,0,0,5.45252744252291
BTK,,1,0,0,0,0,0,-0.429060893023656
BTRC,,1,0,0,0,0,0,NA
BUB1,,1,0,0,0,0,0,NA
C3,,1,0,0,0,0,0,-4.92316048112676
C4BPA,,1,0,0,0,0,0,0.699656555132643
CABIN1,,1,0,0,0,0,0,NA
CALCA,,1,0,0,0,0,0,0.219478591915303
CALM1,,1,0,0,0,0,0,-1.79314082092944
CALM2,,1,0,0,0,0,0,NA
CALM3,,1,0,0,0,0,0,NA
CALR,,1,0,0,0,0,0,2.66596273734168
CAMK1,,1,0,0,0,0,0,NA
CAMK1D,,1,0,0,0,0,0,0.116692729474733
CAMK1G,,1,0,0,0,0,0,NA
CAMK2A,,1,0,0,0,0,0,-0.875156522062835
CAMK2B,,1,0,0,0,0,0,NA
CAMK2D,,1,0,0,0,0,0,-0.875156522062835
CAMK2G,,1,0,0,0,0,0,-3.07628179084649
CAMK4,,1,0,0,0,0,0,NA
CAPN1,,1,0,0,0,0,0,-1.32977184208958
CAPN2,,1,0,0,0,0,0,-2.25441131912961
CAPNS1,,1,0,0,0,0,0,-2.25854570324407
CARD16,,1,0,0,0,0,0,NA
CASP1,,1,0,0,0,0,0,-1.58545195232385
CASP1_NLRP3_PYCARD,,1,0,0,0,0,0,NA
CASP3,,1,0,0,0,0,0,1.17810482670161
CASP5,,1,0,0,0,0,0,NA
CASP8,,1,0,0,0,0,0,1.49543021295787
CAT,P,0,0,1,-1,1,-1,-8.14547359202424
CAV1,P,0,0,1,-1,1,-1,-12.5962878490496
CBFA2T3,,1,0,0,0,0,0,NA
CBL,,1,0,0,0,0,0,-0.547392896511019
CBS,,1,0,0,0,0,0,NA
CCAR2,,1,0,0,0,0,0,4.47047939321288
CCK,,1,0,0,0,0,0,NA
CCL11,,1,0,0,0,0,0,NA
CCL2,,1,0,0,0,0,0,NA
CCL3,,1,0,0,0,0,0,NA
CCN1,,1,0,0,0,0,0,NA
CCN2,,1,0,0,0,0,0,NA
CCNA2,,1,0,0,0,0,0,NA
CCNA2_CDK2,,1,0,0,0,0,0,NA
CCNB1,,1,0,0,0,0,0,NA
CCNB1_CDK1,,1,0,0,0,0,0,NA
CCND1,,1,0,0,0,0,0,NA
CCND1_CDK4,,1,0,0,0,0,0,NA
CCNE1,,1,0,0,0,0,0,NA
CCNE2,,1,0,0,0,0,0,NA
CCNE2_CDK2,,1,0,0,0,0,0,NA
CD22,,1,0,0,0,0,0,NA
CD247,,1,0,0,0,0,0,NA
CD28,,1,0,0,0,0,0,NA
CD3D,,1,0,0,0,0,0,NA
CD3E,,1,0,0,0,0,0,NA
CD3G,,1,0,0,0,0,0,NA
CD4,,1,0,0,0,0,0,NA
CD40,,1,0,0,0,0,0,NA
CD40LG,,1,0,0,0,0,0,NA
CD44,,1,0,0,0,0,0,-4.44853057525515
CD58,,1,0,0,0,0,0,NA
CD80,,1,0,0,0,0,0,NA
CD82,,1,0,0,0,0,0,-2.21798992963725
CD86,,1,0,0,0,0,0,NA
CD8A,,1,0,0,0,0,0,NA
CD8B,,1,0,0,0,0,0,NA
CDC42,,1,0,0,0,0,0,-3.18689849912398
CDC7,,1,0,0,0,0,0,NA
CDCA8,,1,0,0,0,0,0,NA
CDH1,,1,0,0,0,0,0,3.34066138559405
CDK1,,1,0,0,0,0,0,NA
CDK2,,1,0,0,0,0,0,NA
CDK3,,1,0,0,0,0,0,NA
CDK4,,1,0,0,0,0,0,NA
CDK5,,1,0,0,0,0,0,2.63592148492415
CDK5_CDK5R1,,1,0,0,0,0,0,NA
CDK7,,1,0,0,0,0,0,NA
CDK9,,1,0,0,0,0,0,NA
CDKN1A,,1,0,0,0,0,0,NA
CDKN2A,,1,0,0,0,0,0,NA
CDKN2AIP,,1,0,0,0,0,0,2.10951714976547
CDR2,,1,0,0,0,0,0,NA
CDS1,,1,0,0,0,0,0,NA
CDX1,,1,0,0,0,0,0,NA
CDX2,,1,0,0,0,0,0,NA
CE0785_m,,1,0,0,0,0,0,NA
CE0849_m,,1,0,0,0,0,0,NA
CE4808_m,,1,0,0,0,0,0,NA
CEACAM7,,1,0,0,0,0,0,NA
CEBPA,,1,0,0,0,0,0,NA
CEBPB,,0.95,0,0.05,-0.05,0,-0.05,NA
CEBPE,,1,0,0,0,0,0,NA
CEP43,,1,0,0,0,0,0,NA
CFH,,1,0,0,0,0,0,-4.06485388854848
CFLAR,,1,0,0,0,0,0,NA
CHAT,,1,0,0,0,0,0,NA
CHEK1,,1,0,0,0,0,0,NA
CHEK2,,1,0,0,0,0,0,NA
CHGA,,1,0,0,0,0,0,NA
CHRFAM7A,,1,0,0,0,0,0,NA
CHRNB3,,1,0,0,0,0,0,NA
CHUK,,1,0,0,0,0,0,NA
CIITA,,1,0,0,0,0,0,NA
CISH,,1,0,0,0,0,0,NA
CIT,,1,0,0,0,0,0,NA
CITED2,,1,0,0,0,0,0,NA
CLK1,,1,0,0,0,0,0,NA
CLU,,1,0,0,0,0,0,-2.5144216836559
CNBP,,1,0,0,0,0,0,NA
CNTF,,1,0,0,0,0,0,NA
COP1,,1,0,0,0,0,0,NA
COPS5,,1,0,0,0,0,0,-0.0761584171984415
CPT1A,,0,1,0,1,0,1,-0.580987253537268
CPT1B,,1,0,0,0,0,0,NA
CPT1C,,1,0,0,0,0,0,NA
CR2,,1,0,0,0,0,0,NA
CREB1,,1,0,0,0,0,0,2.70344733397585
CREB3,,1,0,0,0,0,0,NA
CREB3L1,,1,0,0,0,0,0,NA
CREB3L2,,1,0,0,0,0,0,NA
CREB3L3,,1,0,0,0,0,0,NA
CREB3L4,,1,0,0,0,0,0,NA
CREB5,,1,0,0,0,0,0,NA
CREBBP,,1,0,0,0,0,0,NA
CREBBP_EP300,,1,0,0,0,0,0,NA
CREM,,1,0,0,0,0,0,NA
CRH,,1,0,0,0,0,0,NA
CRP,,1,0,0,0,0,0,-0.770870782100775
CRTC2,,1,0,0,0,0,0,NA
CSF1,,1,0,0,0,0,0,NA
CSF1R,,1,0,0,0,0,0,NA
CSF2,,1,0,0,0,0,0,NA
CSF2RB,,1,0,0,0,0,0,NA
CSF3,,1,0,0,0,0,0,NA
CSK,,1,0,0,0,0,0,-0.291600161479388
CSN1S1,,1,0,0,0,0,0,NA
CSNK1A1,,1,0,0,0,0,0,3.0303876827404
CSNK1D,,1,0,0,0,0,0,NA
CSNK1E,,1,0,0,0,0,0,NA
CSNK1G1,,1,0,0,0,0,0,NA
CSNK1G2,,1,0,0,0,0,0,NA
CSNK2A1,,1,0,0,0,0,0,2.17785554892521
CSNK2A2,,1,0,0,0,0,0,2.13801400039726
CSNK2B,,1,0,0,0,0,0,NA
CST3,,1,0,0,0,0,0,-0.315490829489392
CTBP1,,1,0,0,0,0,0,3.55955917647892
CTCF,,1,0,0,0,0,0,1.22258078832889
CTDSP1,,1,0,0,0,0,0,-0.231333292493014
CTLA4,,1,0,0,0,0,0,NA
CTNNA1,,1,0,0,0,0,0,0.91580020390829
CTNNB1,,1,0,0,0,0,0,-1.5246007345689
CTNND1,,1,0,0,0,0,0,0.072828716630282
CTSB,,1,0,0,0,0,0,0.933260580262097
CTSD,,1,0,0,0,0,0,-1.59266410692097
CUL1,,1,0,0,0,0,0,3.9645931967309
CXCL10,,1,0,0,0,0,0,NA
CXCL12,,1,0,0,0,0,0,-5.51807771710381
CXCL13,,1,0,0,0,0,0,NA
CXCL16,,1,0,0,0,0,0,NA
CXCR4,,1,0,0,0,0,0,NA
CYLD,,1,0,0,0,0,0,NA
DAAM1,,1,0,0,0,0,0,NA
DAB2IP,,1,0,0,0,0,0,NA
DACH1,,1,0,0,0,0,0,NA
DAPK1,,1,0,0,0,0,0,NA
DAPK3,,1,0,0,0,0,0,1.18625808008537
DAXX,,1,0,0,0,0,0,NA
DBI,,1,0,0,0,0,0,-1.53221057050836
DDB1,,1,0,0,0,0,0,1.18743373499353
DDC,,0.5,0.5,0,0.5,0,0.5,NA
ddeccrn_c,,1,0,0,0,0,0,NA
DDX21,P,0,1,0,1,1,1,6.95670590229891
DDX5,,1,0,0,0,0,0,5.02301878563003
dece4coa_m,,1,0,0,0,0,0,NA
DEK,,1,0,0,0,0,0,3.28834837407328
DHX9,,1,0,0,0,0,0,5.15106184271641
DLAT,,1,0,0,0,0,0,-1.51955322059687
DLD,,1,0,0,0,0,0,0.56679511690343
DNAJA1,,1,0,0,0,0,0,2.52934386300303
DNAJA3,,1,0,0,0,0,0,3.60293097500147
DPP4,,1,0,0,0,0,0,1.34112217340217
DRD2,,1,0,0,0,0,0,NA
DSCAM,,1,0,0,0,0,0,NA
DSCAML1,,1,0,0,0,0,0,NA
DTX1,,1,0,0,0,0,0,NA
DUSP1,,1,0,0,0,0,0,NA
DVL1,,1,0,0,0,0,0,NA
DVL3,,1,0,0,0,0,0,NA
DYRK1B,,1,0,0,0,0,0,NA
DYRK2,,1,0,0,0,0,0,NA
E2F1,,1,0,0,0,0,0,NA
E2F2,,1,0,0,0,0,0,NA
E2F3,,1,0,0,0,0,0,NA
E2F4,,1,0,0,0,0,0,NA
E2F5,,1,0,0,0,0,0,NA
E2F7,,1,0,0,0,0,0,NA
E4F1,,1,0,0,0,0,0,NA
EBI3,,1,0,0,0,0,0,NA
ECT2,,1,0,0,0,0,0,NA
EDN1,,1,0,0,0,0,0,NA
EDN3,,1,0,0,0,0,0,NA
EGF,,1,0,0,0,0,0,NA
EGFR,,1,0,0,0,0,0,1.50286400170077
EGLN1,,1,0,0,0,0,0,1.08899174234945
EGLN2,,1,0,0,0,0,0,NA
EGLN3,,1,0,0,0,0,0,1.08899174234945
EGR1,,1,0,0,0,0,0,NA
EGR2,,1,0,0,0,0,0,NA
EGR3,,1,0,0,0,0,0,NA
EIF2AK2,,1,0,0,0,0,0,2.13147778845915
EIF4E,,1,0,0,0,0,0,2.21462190853309
ELANE,,1,0,0,0,0,0,NA
ELAVL1,,1,0,0,0,0,0,4.59326128047522
ELF1,,1,0,0,0,0,0,NA
ELK1,,1,0,0,0,0,0,NA
ENO1,,1,0,0,0,0,0,2.44897293531154
ENPEP,,1,0,0,0,0,0,-5.2825179458399
Enzyme1014__LDHA_reverse,,1,0,0,0,0,0,NA
Enzyme1014__LDHB_reverse,,1,0,0,0,0,0,NA
Enzyme1014__LDHC_reverse,,1,0,0,0,0,0,NA
Enzyme1017__ME2,,1,0,0,0,0,0,NA
Enzyme1018__ME2,,1,0,0,0,0,0,NA
Enzyme1018__ME3,,1,0,0,0,0,0,NA
Enzyme1030__AOC3,,1,0,0,0,0,0,NA
Enzyme10316__ACADL,,1,0,0,0,0,0,NA
Enzyme10316__ACOX1,,1,0,0,0,0,0,NA
Enzyme10354__ACADM_ECHS1_HADH_ACAA2,,1,0,0,0,0,0,NA
Enzyme10355__ACADM_ECHS1,,1,0,0,0,0,0,NA
Enzyme10357__ACADVL_HADHA_HADHB,,1,0,0,0,0,0,NA
Enzyme10359__ACADVL_HADHA,,1,0,0,0,0,0,NA
Enzyme10362__ACADVL_HADHA_HADHB,,1,0,0,0,0,0,NA
Enzyme10364__ACADVL_HADHA_HADHB,,1,0,0,0,0,0,NA
Enzyme10365__ACADVL_HADHA_HADHB,,1,0,0,0,0,0,NA
Enzyme10371__ACADVL_HADHA_HADHB,,1,0,0,0,0,0,NA
Enzyme10543__GLS2,,1,0,0,0,0,0,NA
Enzyme1107__SLC12A1,,1,0,0,0,0,0,NA
Enzyme1107__SLC12A2,,1,0,0,0,0,0,NA
Enzyme1246__PRODH,,1,0,0,0,0,0,NA
Enzyme125000002__SLC38A2,,0,0,1,-1,0,-1,NA
Enzyme1256__AOC3,,1,0,0,0,0,0,NA
Enzyme131__ADH1A,,1,0,0,0,0,0,NA
Enzyme131__ADH1B,,1,0,0,0,0,0,NA
Enzyme131__ADH4,,1,0,0,0,0,0,NA
Enzyme133__AKR1A1,,1,0,0,0,0,0,NA
Enzyme134100003__SLC1A5,,1,0,0,0,0,0,NA
Enzyme134400002__SLC1A4,,1,0,0,0,0,0,NA
Enzyme134400002__SLC1A5,,1,0,0,0,0,0,NA
Enzyme136__ALDH1A2,,1,0,0,0,0,0,NA
Enzyme136__ALDH1B1,,1,0,0,0,0,0,NA
Enzyme136__ALDH3A1,,1,0,0,0,0,0,NA
Enzyme136__ALDH3A2,,1,0,0,0,0,0,NA
Enzyme136__ALDH3B1,,1,0,0,0,0,0,NA
Enzyme136__ALDH3B2,,1,0,0,0,0,0,NA
Enzyme136__ALDH9A1,,1,0,0,0,0,0,NA
Enzyme1397__SDHA_SDHD_SDHC_SDHB,,1,0,0,0,0,0,NA
Enzyme1397__SDHA_SDHD_SDHC_SDHB_reverse,,1,0,0,0,0,0,NA
Enzyme1444__MAOB,,1,0,0,0,0,0,NA
Enzyme1458__MAOB,,1,0,0,0,0,0,NA
Enzyme154__MAOB,,1,0,0,0,0,0,NA
Enzyme1553__PKLR,,1,0,0,0,0,0,NA
Enzyme16__AOC3,,1,0,0,0,0,0,NA
Enzyme166900002__SLC25A10,,1,0,0,0,0,0,NA
Enzyme167000002__SLC25A10,,1,0,0,0,0,0,NA
Enzyme1671__SLC25A10_TRANSPORTER1,,0.8,0,0.2,-0.2,0,-0.2,NA
Enzyme1671__SLC25A10_TRANSPORTER4_reverse,,1,0,0,0,0,0,NA
Enzyme167200002__SLC25A10,,0.8,0,0.2,-0.2,0,-0.2,NA
Enzyme168800002__SLC25A1,,1,0,0,0,0,0,NA
Enzyme181500001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme181600001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme181700001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme181800001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme181900002__SLC7A5,,1,0,0,0,0,0,NA
Enzyme182000001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme182100001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme182200001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme182300001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme182400001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme1830__SLC7A5_TRANSPORTER4_reverse,,1,0,0,0,0,0,NA
Enzyme183600001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme1842__SLC7A5_TRANSPORTER4_reverse,,1,0,0,0,0,0,NA
Enzyme184700002__SLC7A5,,1,0,0,0,0,0,NA
Enzyme184800001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme185100002__SLC7A5,,1,0,0,0,0,0,NA
Enzyme185200002__SLC7A5,,1,0,0,0,0,0,NA
Enzyme185300002__SLC7A5,,1,0,0,0,0,0,NA
Enzyme220600002__SLC25A1,,1,0,0,0,0,0,NA
Enzyme220800003__SLC25A1,,1,0,0,0,0,0,NA
Enzyme221500002__SLC25A1,,1,0,0,0,0,0,NA
Enzyme2327__ACADL,,1,0,0,0,0,0,NA
Enzyme2327__ACOX1,,1,0,0,0,0,0,NA
Enzyme2346__PKM,,1,0,0,0,0,0,NA
Enzyme2517__CPT1A_reverse,,1,0,0,0,0,0,NA
Enzyme2517__CPT1B_reverse,,1,0,0,0,0,0,NA
Enzyme2517__CPT1C_reverse,,1,0,0,0,0,0,NA
Enzyme2551__ACADVL_HADHA,,1,0,0,0,0,0,NA
Enzyme2557__ACADVL_HADHA_HADHB,,1,0,0,0,0,0,NA
Enzyme2558__ACADVL_HADHA,,1,0,0,0,0,0,NA
Enzyme2560__ACADVL_HADHA_HADHB,,1,0,0,0,0,0,NA
Enzyme2561__ACADVL_HADHA_HADHB,,1,0,0,0,0,0,NA
Enzyme2568__ACADVL_HADHA_HADHB,,1,0,0,0,0,0,NA
Enzyme2571__ACADVL_HADHA,,1,0,0,0,0,0,NA
Enzyme2583__ACADVL,,1,0,0,0,0,0,NA
Enzyme2595__ACADM_ECHS1,,1,0,0,0,0,0,NA
Enzyme2596__ACADM_ECHS1_HADH_ACAA2,,1,0,0,0,0,0,NA
Enzyme2598__ACADM_ECHS1_HADH_ACAA2,,1,0,0,0,0,0,NA
Enzyme2600__ACADS_ECHS1_HADH_ACAA2,,1,0,0,0,0,0,NA
Enzyme2607__ACADM_ECHS1_HADH_ACAA2,,1,0,0,0,0,0,NA
Enzyme2608__ACADM_ECHS1_HADH_ACAA2,,1,0,0,0,0,0,NA
Enzyme2611__ACADM_ECHS1_HADH_ACAA2,,1,0,0,0,0,0,NA
Enzyme2616__ACADVL_HADHA_HADHB,,1,0,0,0,0,0,NA
Enzyme2619__ACADVL_HADHA,,1,0,0,0,0,0,NA
Enzyme2621__ACADVL_HADHA_HADHB,,1,0,0,0,0,0,NA
Enzyme2627__ACADVL_HADHA_HADHB,,1,0,0,0,0,0,NA
Enzyme2629__ACADVL_HADHA_HADHB,,1,0,0,0,0,0,NA
Enzyme2630__ACADVL_HADHA,,1,0,0,0,0,0,NA
Enzyme2636__ACADVL_HADHA_HADHB,,1,0,0,0,0,0,NA
Enzyme2637__ACADVL_HADHA_HADHB,,1,0,0,0,0,0,NA
Enzyme2648__ACADVL_HADHA_HADHB,,1,0,0,0,0,0,NA
Enzyme2659__ACADVL_HADHA,,1,0,0,0,0,0,NA
Enzyme2672__ACADVL_HADHA,,1,0,0,0,0,0,NA
Enzyme267600003__SLC3A2_SLC7A6_TRANSPORTER1_TRANSPORTER3,,1,0,0,0,0,0,NA
Enzyme2692__ACADVL,,1,0,0,0,0,0,NA
Enzyme2741__ACADVL,,1,0,0,0,0,0,NA
Enzyme30600003__SLC1A4,,1,0,0,0,0,0,NA
Enzyme30600003__SLC1A5,,1,0,0,0,0,0,NA
Enzyme30700003__SLC1A5,,1,0,0,0,0,0,NA
Enzyme31000002__SLC1A4,,1,0,0,0,0,0,NA
Enzyme31000002__SLC1A5,,1,0,0,0,0,0,NA
Enzyme313__AICDA,,1,0,0,0,0,0,NA
Enzyme34__MAOB,,1,0,0,0,0,0,NA
Enzyme346__AICDA,,1,0,0,0,0,0,NA
Enzyme36__AOC3,,1,0,0,0,0,0,NA
Enzyme36__MAOB,,1,0,0,0,0,0,NA
Enzyme3631__ANPEP,,1,0,0,0,0,0,NA
Enzyme3632__ARG1,,0,0,1,-1,0,-1,NA
Enzyme3636__GOT1_reverse,,1,0,0,0,0,0,NA
Enzyme3712__BCAT1_reverse,,1,0,0,0,0,0,NA
Enzyme3740__BCAT1_reverse,,1,0,0,0,0,0,NA
Enzyme3787__orphanReacNH4t,,1,0,0,0,0,0,NA
Enzyme3806__ALDH1A1,,1,0,0,0,0,0,NA
Enzyme3806__ALDH1A2,,1,0,0,0,0,0,NA
Enzyme3806__ALDH1A3,,1,0,0,0,0,0,NA
Enzyme3806__ALDH1B1,,1,0,0,0,0,0,NA
Enzyme3806__ALDH3A1,,1,0,0,0,0,0,NA
Enzyme3806__ALDH3A2,,1,0,0,0,0,0,NA
Enzyme3806__ALDH3B1,,1,0,0,0,0,0,NA
Enzyme3806__ALDH3B2,,1,0,0,0,0,0,NA
Enzyme3806__ALDH7A1,,1,0,0,0,0,0,NA
Enzyme3806__ALDH9A1,,1,0,0,0,0,0,NA
Enzyme3833__PKLR,,1,0,0,0,0,0,NA
Enzyme3833__PKM,,1,0,0,0,0,0,NA
Enzyme3860__ALDH1A1,,1,0,0,0,0,0,NA
Enzyme3860__ALDH1A2,,1,0,0,0,0,0,NA
Enzyme3860__ALDH1A3,,1,0,0,0,0,0,NA
Enzyme3860__ALDH3A1,,1,0,0,0,0,0,NA
Enzyme3860__ALDH3A2,,1,0,0,0,0,0,NA
Enzyme3860__ALDH3B1,,1,0,0,0,0,0,NA
Enzyme3860__ALDH3B2,,1,0,0,0,0,0,NA
Enzyme3860__ALDH7A1,,1,0,0,0,0,0,NA
Enzyme3860__ALDH9A1,,0,0,1,-1,0,-1,NA
Enzyme3959__ACADL,,1,0,0,0,0,0,NA
Enzyme4249__ACSL1,,1,0,0,0,0,0,NA
Enzyme4249__ACSL3,,1,0,0,0,0,0,NA
Enzyme4249__ACSL4,,1,0,0,0,0,0,NA
Enzyme4249__ACSL5,,1,0,0,0,0,0,NA
Enzyme4249__ACSL6,,1,0,0,0,0,0,NA
Enzyme4352__ACHE,,1,0,0,0,0,0,NA
Enzyme4352__BCHE,,1,0,0,0,0,0,NA
Enzyme4465__CYP17A1,,1,0,0,0,0,0,NA
Enzyme4473__HSD3B1,,1,0,0,0,0,0,NA
Enzyme4473__HSD3B2,,1,0,0,0,0,0,NA
Enzyme452200002__SLC22A9,,1,0,0,0,0,0,NA
Enzyme452200002__SLC25A20,,1,0,0,0,0,0,NA
Enzyme4600__ACADL,,1,0,0,0,0,0,NA
Enzyme4600__ACADM,,1,0,0,0,0,0,NA
Enzyme4600__ACADVL,,1,0,0,0,0,0,NA
Enzyme4611__ACADL,,1,0,0,0,0,0,NA
Enzyme4611__ACADM,,1,0,0,0,0,0,NA
Enzyme4611__ACADVL,,1,0,0,0,0,0,NA
Enzyme4612__ACADM,,1,0,0,0,0,0,NA
Enzyme4613__ACADL,,1,0,0,0,0,0,NA
Enzyme4613__ACADM,,1,0,0,0,0,0,NA
Enzyme4613__ACADVL,,1,0,0,0,0,0,NA
Enzyme4617__ACADL,,1,0,0,0,0,0,NA
Enzyme4617__ACADM,,1,0,0,0,0,0,NA
Enzyme4617__ACADVL,,1,0,0,0,0,0,NA
Enzyme4626__ACADM,,1,0,0,0,0,0,NA
Enzyme4634__ACADL,,1,0,0,0,0,0,NA
Enzyme4634__ACADM,,1,0,0,0,0,0,NA
Enzyme4634__ACADVL,,1,0,0,0,0,0,NA
Enzyme4640__ACADL,,1,0,0,0,0,0,NA
Enzyme4640__ACADM,,1,0,0,0,0,0,NA
Enzyme4640__ACADVL,,1,0,0,0,0,0,NA
Enzyme4646__ACADL,,1,0,0,0,0,0,NA
Enzyme4646__ACADM,,1,0,0,0,0,0,NA
Enzyme4646__ACADVL,,1,0,0,0,0,0,NA
Enzyme4647__ACADL,,1,0,0,0,0,0,NA
Enzyme4647__ACADM,,1,0,0,0,0,0,NA
Enzyme4647__ACADVL,,1,0,0,0,0,0,NA
Enzyme4649__ACADL,,1,0,0,0,0,0,NA
Enzyme4649__ACADM,,1,0,0,0,0,0,NA
Enzyme4649__ACADVL,,1,0,0,0,0,0,NA
Enzyme4653__ACADL,,1,0,0,0,0,0,NA
Enzyme4653__ACADM,,1,0,0,0,0,0,NA
Enzyme4653__ACADVL,,1,0,0,0,0,0,NA
Enzyme4687__ACADL,,1,0,0,0,0,0,NA
Enzyme4687__ACADM,,1,0,0,0,0,0,NA
Enzyme4687__ACADVL,,1,0,0,0,0,0,NA
Enzyme4741__FH,,1,0,0,0,0,0,NA
Enzyme4766__IL4I1,,1,0,0,0,0,0,NA
Enzyme4786__ADI1,,1,0,0,0,0,0,NA
Enzyme4787__IL4I1,,1,0,0,0,0,0,NA
Enzyme486200002__SLC6A9,,1,0,0,0,0,0,NA
