ID	name	logFC	AveExpr	t	P.Value	adj.P.Val	B
Histamine	Histamine	1.05675628954024	4.68456142839391	3.04848624199453	0.00555573523045963	0.0472532387382366	-2.77340560317264
TG.18.2_38.4.	TG.18.2_38.4.	-0.827913284149296	-0.347310206476377	-3.04512675486012	0.00560038385045767	0.0472532387382366	-2.78095330059488
HexCer.d18.1.20.0.	HexCer.d18.1.20.0.	0.631340945969108	0.424362263885937	3.01702708182406	0.00598754823024509	0.0494889190459033	-2.84394300228917
TG.20.4_34.2.	TG.20.4_34.2.	-0.858057426240849	0.520932384815312	-2.99640609547725	0.00628784131117563	0.0509315146205226	-2.89000520994911
C3	C3	1.42458306046379	2.58027698543428	2.94213431681584	0.00714855967850393	0.0567679739175312	-3.01055770765204
Ala	Ala	-0.507637509556598	7.00108483851968	-2.93145379102287	0.00733070154581376	0.057094887039511	-3.03416386006613
GABA	GABA	-0.895549156185941	2.19886153551641	-2.91585933543118	0.00760460977863985	0.0581106973650781	-3.06855950701444
TG.18.3_34.1.	TG.18.3_34.1.	0.948253899611199	-0.314967618702975	2.82481560664568	0.00940864213075783	0.0683830566625392	-3.26762779814466
TG.20.4_32.1.	TG.20.4_32.1.	-0.935226244648804	-0.234440778217889	-2.82405025664524	0.0094254033482229	0.0683830566625392	-3.26928830385188
TG.16.0_38.5.	TG.16.0_38.5.	-0.826904499558276	0.503200985219836	-2.82268217454185	0.00945543499531406	0.0683830566625392	-3.27225594892821
SM..OH..C22.2	SM..OH..C22.2	0.505918071731761	2.42483526877746	2.81153282503907	0.0097035856467087	0.0689465295950355	-3.29641474233725
PC.aa.C30.0	PC.aa.C30.0	0.728135735569484	5.3163947809648	2.79897602865307	0.00999044658795084	0.0697608770365533	-3.32356661392829
C18.1.OH	C18.1.OH	0.727238043997301	-1.25091446458106	2.77500956195911	0.0105603864582969	0.0724907884001737	-3.37522144832834
TG.20.4_34.0.	TG.20.4_34.0.	-0.881978187804547	0.278796800356335	-2.76416733415807	0.0108282020605793	0.0730903639089104	-3.39851620036731
PC.ae.C36.5	PC.ae.C36.5	0.547189777242202	4.67875762077217	2.73515916630709	0.0115766327177806	0.0761043126139531	-3.46061239178493
SM.C26.0	SM.C26.0	0.520669184096412	0.151740609332303	2.7264408940746	0.0118109417302608	0.0761043126139531	-3.47920936402397
TG.20.4_36.3.	TG.20.4_36.3.	-0.867378465506675	0.20095416739704	-2.72542812303735	0.0118384486288371	0.0761043126139531	-3.48136772067624
CE.18.2.	CE.18.2.	0.630026129894222	3.77132949152822	2.71775077878615	0.0120489379871499	0.0761273713949444	-3.49771569988423
PC.ae.C36.4	PC.ae.C36.4	0.561694471818225	4.42698904511319	2.71167637734424	0.0122179731868429	0.0761273713949444	-3.51063342613194
TG.20.3_34.2.	TG.20.3_34.2.	-0.903659895050703	-0.539512667054491	-2.69864274328159	0.0125882324746281	0.0772459720033996	-3.53829960768648
Ile	Ile	-0.473096862304374	5.04482540704508	-2.68483131012612	0.0129920968895443	0.0780204741947965	-3.56754038897522
alpha.AAA	alpha.AAA	-0.563670556999654	1.75504140443387	-2.68121848191122	0.0130997339388794	0.0780204741947965	-3.57517619796185
Serotonin	Serotonin	0.683697252742967	-2.62133294700281	2.64945858205001	0.0140826842164617	0.082659233444449	-3.64206578193899
TG.20.3_36.3.	TG.20.3_36.3.	-0.862006083327728	-0.768079835056625	-2.63802392829718	0.0144532226348057	0.0836222166728045	-3.66604354347917
PC.aa.C42.6	PC.aa.C42.6	-0.491680922735037	0.128724852131045	-2.62710470087384	0.0148155731535749	0.0845113679887016	-3.68888806903503
TG.20.3_36.4.	TG.20.3_36.4.	-0.933945191960474	-1.67016455218672	-2.61322078180642	0.0152885996152206	0.0859983728356158	-3.71786058034681
C16.1	C16.1	0.675620055560648	0.10408019933692	2.57963013708057	0.0164921250903936	0.0914974063234165	-3.7876066690244
TG.16.0_38.4.	TG.16.0_38.4.	-0.796163784667863	0.492201355288874	-2.57326616650731	0.0167298879903572	0.0915622248120901	-3.80076409137981
DHEAS	DHEAS	0.709422577149594	-1.54220679027747	2.5169872832933	0.018976070928464	0.102470783013706	-3.91632081218244
HexCer.d18.1.14.0.	HexCer.d18.1.14.0.	0.422002404931768	-2.24828281116795	2.50414392285161	0.0195265537415536	0.104055977175384	-3.94248740095484
HexCer.d18.1.18.0.	HexCer.d18.1.18.0.	0.508849450421322	0.00543285627274169	2.48299727685175	0.020465337131248	0.107642357638382	-3.98540200164006
TG.16.1_38.4.	TG.16.1_38.4.	-0.942717485035945	-1.49656415152356	-2.46635018133296	0.0212336256630992	0.110251517866092	-4.0190359688505
PC.ae.C38.5	PC.ae.C38.5	0.453708578008285	4.33701414373103	2.42809744150453	0.0231013038201501	0.11718514298111	-4.09581579422881
C16.OH	C16.OH	0.742907320210241	-1.59184393880524	2.42718440924157	0.0231476825641699	0.11718514298111	-4.09763968407196
Cer.d18.1.23.0.	Cer.d18.1.23.0.	-0.533261505021046	1.1513076831311	-2.38595411166666	0.0253337797791814	0.126668898895907	-4.17957121659621
Cer.d16.1.24.0.	Cer.d16.1.24.0.	-0.510053896115303	-0.635921046935401	-2.32035727096345	0.0292061034519372	0.144249657293105	-4.30814746524175
lysoPC.a.C18.2	lysoPC.a.C18.2	-0.572221820349501	1.51676711947478	-2.29855989119726	0.0306082493229754	0.149353505732591	-4.35037734033815
TG.22.5_34.2.	TG.22.5_34.2.	-0.636933459596768	-0.80305963132104	-2.27921786377774	0.0319036403097356	0.153821122921939	-4.38763911540413
PC.aa.C40.6	PC.aa.C40.6	-0.361188081503574	3.04133694614462	-2.2647428338072	0.0329055578216031	0.156785304914697	-4.41539350279831
Hex3Cer.d18.1_20.0.	Hex3Cer.d18.1_20.0.	0.459196768117774	-0.181783480796431	2.25267826795931	0.0337624250391023	0.158697721814933	-4.4384394502122
DG.16.0_18.1.	DG.16.0_18.1.	0.433075435342583	2.36597678783389	2.2432457466781	0.034446433755606	0.158697721814933	-4.45640238921936
TG.18.3_36.3.	TG.18.3_36.3.	0.684583980877502	-1.24491862204029	2.23569466392233	0.0350030548820856	0.158697721814933	-4.47074726559864
X5.AVA	X5.AVA	-0.709764616837359	-0.134453678136625	-2.2315877234544	0.035309210837186	0.158697721814933	-4.47853610216494
Xanthine	Xanthine	-0.919501217773869	4.13054150918926	-2.22788648785728	0.0355872027056522	0.158697721814933	-4.48554754831904
Glu	Glu	-0.426302764763516	7.84037803769309	-2.22257417092761	0.0359896696336421	0.158697721814933	-4.49559771565093
TG.18.1_34.3.	TG.18.1_34.3.	0.708149371287424	0.645511096814996	2.2151750014835	0.0365571160283993	0.158697721814933	-4.5095698417585
TG.22.6_32.1.	TG.22.6_32.1.	-0.563139963438258	-0.836472176129553	-2.20462415021212	0.0373802896956065	0.158697721814933	-4.52944067055539
FA.20.3.	FA.20.3.	-0.55290324174107	1.74179017472999	-2.20398834257797	0.0374304271111599	0.158697721814933	-4.53063612452675
PC.aa.C40.4	PC.aa.C40.4	-0.390250951421391	2.17205518575808	-2.20230225980006	0.0375636801140653	0.158697721814933	-4.53380522335704
C16.1.OH	C16.1.OH	0.581087849322397	-1.74258067890683	2.19969115142645	0.0377708861129382	0.158697721814933	-4.53870982075471
SDMA	SDMA	-0.448184930943331	-0.0820282231716724	-2.19670546001712	0.0380090839902432	0.158697721814933	-4.54431332882231
CE.17.1.	CE.17.1.	-0.504465115161026	-0.610215031847032	-2.15365562238744	0.0415977677346432	0.171909142168679	-4.62454746479777
TG.20.4_34.3.	TG.20.4_34.3.	-0.621319529999072	-1.37849396421593	-2.135186972061	0.0432287845027502	0.173776669486885	-4.65864286792939
Anserine	Anserine	-1.00621734005549	-2.29155271798928	-2.13473281796686	0.0432696064222481	0.173776669486885	-4.65947880243095
TG.20.4_36.4.	TG.20.4_36.4.	-0.626874874358853	-0.0104426078551515	-2.13398502391891	0.0433368978226552	0.173776669486885	-4.66085496125293
Hypoxanthine	Hypoxanthine	-0.643931965453649	6.13101747832036	-2.11503903045499	0.0450734407161862	0.177335014293744	-4.69561223584122
SM..OH..C22.1	SM..OH..C22.1	0.368829222634124	3.17453229314232	2.11475421222492	0.0451000159808782	0.177335014293744	-4.6961331438012
lysoPC.a.C18.0	lysoPC.a.C18.0	0.502975702212012	3.13799500842241	2.10428802462334	0.0460863677899614	0.179470951489753	-4.71524177614465
Phe	Phe	-0.355575141692834	5.07965765960476	-2.09878094994526	0.0466130837216971	0.179793322926546	-4.72527034543801
HexCer.d18.2.23.0.	HexCer.d18.2.23.0.	-0.616140446169001	-1.18700572059148	-2.08342232209722	0.0481106100309319	0.182880142870786	-4.75314380565168
C4	C4	-0.545967678210183	1.91991110350915	-2.08134441400272	0.0483164821905534	0.182880142870786	-4.75690408029006
TG.18.3_32.1.	TG.18.3_32.1.	0.589658005298288	-1.52985052846844	2.07437629571441	0.049012615420476	0.183797307826785	-4.7694950321369
PC.ae.C40.2	PC.ae.C40.2	0.344680312393517	1.77587559236828	2.06608271969059	0.0498528230771662	0.184374271722508	-4.78444300954463
PC.ae.C34.0	PC.ae.C34.0	0.442056162007889	4.4444808271133	2.06389133870608	0.050076962690064	0.184374271722508	-4.78838574089646
Orn	Orn	0.390795222225092	3.37950202689384	2.05352871640901	0.051149088017779	0.18662505087568	-4.80699085728915
DG.16.1_18.0.	DG.16.1_18.0.	0.473554123777443	-1.35982648824759	2.01551266815277	0.0563215705772283	0.200089790208574	-4.82597507292496
TG.20.3_32.1.	TG.20.3_32.1.	-0.729784378932528	-1.12820761145167	-2.02721427501828	0.0539639549959844	0.195137515833694	-4.85394240935599
Hex3Cer.d18.1.24.1.	Hex3Cer.d18.1.24.1.	0.370209754294232	1.58563260110681	2.02041610328209	0.0547131609220916	0.196095842242895	-4.86600307402223
TG.18.2_36.0.	TG.18.2_36.0.	-0.680019216917041	-1.10556906057557	-1.99872109402602	0.0571661459164485	0.201324253010101	-4.90430111042501
TG.22.6_34.1.	TG.22.6_34.1.	-0.544498334016235	0.478918999840984	-1.97783219681478	0.0596194029028404	0.208153949790089	-4.94089875491119
CE.20.4.	CE.20.4.	-0.438973291673723	2.84124330899578	-1.97214619290661	0.0603030722321666	0.208717250650755	-4.95081321995089
TG.18.1_34.1.	TG.18.1_34.1.	0.683772515953769	3.37318565969274	1.96795483180991	0.060811445868615	0.208717250650755	-4.95810845566614
Tyr	Tyr	-0.367277540149495	4.83707517937949	-1.96179411982111	0.0615655376639358	0.209529771041126	-4.96881122691898
TG.18.1_38.6.	TG.18.1_38.6.	-0.504473306037944	-0.393802033732192	-1.95105932887399	0.0628991956772987	0.211351604385935	-4.98740272721404
TG.18.2_38.5.	TG.18.2_38.5.	-0.566823976566159	-0.606140072096317	-1.94910624832514	0.0631445534091312	0.211351604385935	-4.99077735194856
PC.aa.C40.5	PC.aa.C40.5	-0.343689958232691	2.77914989070295	-1.92595425310077	0.0661177357236935	0.21918062786353	-5.03059408317383
HexCer.d18.1.22.0.	HexCer.d18.1.22.0.	0.377635160709342	2.36265152872348	1.92254343937348	0.0665659684622574	0.21918062786353	-5.03643080449249
PC.aa.C32.1	PC.aa.C32.1	0.507356814361585	6.5761844155961	1.91682838652101	0.0673229803709675	0.219885540727757	-5.04619374425687
C14	C14	0.507190531424898	0.701406486750676	1.90217343898402	0.0692986863827766	0.223266811180581	-5.0711315433699
HCys	HCys	-0.550443552626266	1.89630693605533	-1.8960639016944	0.0701371886338214	0.223266811180581	-5.08148651615367
TG.18.1_36.2.	TG.18.1_36.2.	0.699999758476113	2.5274860405175	1.89559051868789	0.0702025261088487	0.223266811180581	-5.08228782609178
TG.16.1_36.2.	TG.16.1_36.2.	0.686386395649644	0.945129466180708	1.89298326810131	0.0705633378546032	0.223266811180581	-5.08669856486428
lysoPC.a.C20.4	lysoPC.a.C20.4	-0.472974784246923	1.26902875539049	-1.88155952169724	0.072163379013741	0.226559445740815	-5.10597165881837
Met	Met	-0.342579251012994	4.20238384898432	-1.84825607811132	0.0770094917728213	0.239914185907635	-5.16166487255051
TG.20.4_34.1.	TG.20.4_34.1.	-0.566354198742698	1.3782026522596	-1.83853568146456	0.0784761266652738	0.242617032820121	-5.17778058325442
C8	C8	0.557903413394094	-0.616491612595676	1.8119692409898	0.0826084250864545	0.253030755722184	-5.22150040676734
CE.18.1.	CE.18.1.	-0.41679981747918	3.05350590294411	-1.80892294009271	0.083094050644569	0.253030755722184	-5.22648300660473
HArg	HArg	-0.327903083478889	-0.288579860461543	-1.80261619144659	0.0841072623747076	0.254204785535497	-5.23677833068453
TG.18.1_32.1.	TG.18.1_32.1.	0.607662144605002	2.0000468584263	1.78370773521223	0.087208968639	0.260854099935133	-5.26748158687658
TG.17.1_38.5.	TG.17.1_38.5.	-0.573934923151673	-2.06683458381779	-1.78139232748728	0.0875954508424151	0.260854099935133	-5.27122439162236
Gly	Gly	-0.376725670435336	7.66123113582674	-1.77194252836871	0.089188060184916	0.263658134123292	-5.28646133008899
Hex3Cer.d18.1.26.1.	Hex3Cer.d18.1.26.1.	0.329800468900951	0.824189484587771	1.76402129572941	0.0905421056237219	0.265721396939184	-5.29918586847646
PC.aa.C36.5	PC.aa.C36.5	0.386811708442263	3.91800848873589	1.75517537279638	0.0920749672359751	0.267201993220025	-5.31334417097764
TG.18.2_30.0.	TG.18.2_30.0.	-0.724378604864945	-0.189329963920991	-1.75350940823933	0.0923661211130952	0.267201993220025	-5.31600450907588
Cer.d18.1.18.0.	Cer.d18.1.18.0.	0.370060818599327	0.331210615899812	1.74219547100132	0.094364286142272	0.271046353812909	-5.33402002521632
Asp	Asp	0.410110025638013	6.49240031028853	1.73640604327113	0.0954009406061829	0.272094232010592	-5.34320392707579
TG.22.6_34.3.	TG.22.6_34.3.	-0.4910411721139	-2.31338339166502	-1.73198338058415	0.0961993834655015	0.272452799325371	-5.35020378722361
HexCer.d16.1.24.0.	HexCer.d16.1.24.0.	-0.38696741261339	-2.25392487607508	-1.72118085939367	0.098173551081907	0.275311608528462	-5.36724309409069
PC.aa.C36.6	PC.aa.C36.6	0.43856161364772	1.25074184047916	1.71724659963429	0.0989010411505819	0.275311608528462	-5.37342823707959
CE.18.3.	CE.18.3.	0.565141792095624	0.882383076103661	1.71537816905265	0.0992481354201369	0.275311608528462	-5.37636179031583
C2	C2	0.584119438701872	4.68344096483565	1.70235687610125	0.101695887339602	0.277696162998682	-5.3967369901454
SM.C16.0	SM.C16.0	0.275142175132833	6.2639169747092	1.69908763720707	0.102318410542409	0.277696162998682	-5.40183354933204
Cer.d18.2.24.0.	Cer.d18.2.24.0.	-0.380495174997501	0.407739821003884	-1.6933291640613	0.103422773106966	0.277696162998682	-5.41079206509173
X3.IAA	X3.IAA	0.403810886940344	0.921316962395046	1.69278533171218	0.103527588471876	0.277696162998682	-5.41163688143659
PC.aa.C34.4	PC.aa.C34.4	0.445182067320383	2.5784855040862	1.69274118881807	0.103536100278521	0.277696162998682	-5.41170544589705
PC.ae.C44.3	PC.ae.C44.3	-0.374547791850275	-1.08767190119617	-1.68148730218644	0.105725500655563	0.281702814246729	-5.42913970301907
Leu	Leu	-0.264050739344293	5.90594143358658	-1.65950696789753	0.110114411084792	0.291479323459742	-5.46292723401295
Cer.d18.1.16.0.	Cer.d18.1.16.0.	-0.32726751010967	1.38293060282991	-1.64309310785774	0.113490842730069	0.297370414574376	-5.48792891455604
TG.16.1_38.5.	TG.16.1_38.5.	-0.652016382797747	-1.53104816242969	-1.63571459597809	0.115036679085857	0.297370414574376	-5.49910364508713
TG.20.3_34.0.	TG.20.3_34.0.	-0.541422688075914	-0.88089091421662	-1.6345779982167	0.115276361124614	0.297370414574376	-5.50082146374845
Hex2Cer.d18.1.26.0.	Hex2Cer.d18.1.26.0.	-0.581076301258288	-3.51522820192618	-1.63157893584811	0.115910799511557	0.297370414574376	-5.50534959111609
PC.aa.C32.3	PC.aa.C32.3	0.574443592987113	1.84780587247919	1.6311057120376	0.116011174080868	0.297370414574376	-5.50606348215218
Taurine	Taurine	-0.227175826930521	7.39420172068354	-1.62381639379065	0.117566496744937	0.297738182740369	-5.51703906735993
Cer.d18.2.22.0.	Cer.d18.2.22.0.	-0.38475589049864	-0.182304583859056	-1.62354396354843	0.117624961082615	0.297738182740369	-5.51744850754833
TG.20.5_36.2.	TG.20.5_36.2.	0.452291308206459	-0.895192375303041	1.61153223111488	0.120226933438783	0.302434211445387	-5.53544655477087
PC.ae.C38.2	PC.ae.C38.2	-0.339059605963889	1.85830274935445	-1.58774033857504	0.125522253856366	0.313805634640915	-5.57077895269578
TG.14.0_36.2.	TG.14.0_36.2.	0.509539258446577	0.540660047070619	1.57647091701327	0.128097161355839	0.318278223000704	-5.58736689431669
PC.ae.C36.1	PC.ae.C36.1	-0.264100407491444	3.96236869989313	-1.57101591176331	0.129359159744396	0.318436124609284	-5.59536203249132
TG.18.1_34.2.	TG.18.1_34.2.	0.507176305412401	2.64243943734817	1.5694074125219	0.12973323595193	0.318436124609284	-5.59771524836138
TG.18.1_32.2.	TG.18.1_32.2.	0.526524024321419	0.478320956291152	1.55885476349554	0.132209590672608	0.322559543508472	-5.61310515316667
PC.ae.C30.1	PC.ae.C30.1	-0.404875549584986	0.908215688153665	-1.5545373466311	0.13323391229777	0.323112182518545	-5.61937732720255
TG.16.0_40.6.	TG.16.0_40.6.	-0.54381481151055	-0.442117707757931	-1.54664967986473	0.135122155190445	0.325740909834108	-5.63079965244959
TG.20.4_36.2.	TG.20.4_36.2.	-0.463345760899835	0.815935324863818	-1.54026568933087	0.136666487089774	0.327514362552416	-5.64000977574295
TG.18.1_34.4.	TG.18.1_34.4.	0.516153061464178	-1.51559868352177	1.53166123690758	0.138770854849009	0.33060115419911	-5.65237408824037
TG.16.0_36.2.	TG.16.0_36.2.	0.515559710501113	2.80199636637664	1.51392733398292	0.143191726625237	0.339138299901877	-5.67767800083973
TG.16.0_38.3.	TG.16.0_38.3.	-0.456817540114911	-0.0716963926447561	-1.50303627836321	0.145963273240472	0.342212698408678	-5.69309796539285
Cer.d18.2.16.0.	Cer.d18.2.16.0.	-0.339939769808622	-0.828287872258161	-1.50219274539185	0.146179745246176	0.342212698408678	-5.69428844294263
DG.16.0_16.1.	DG.16.0_16.1.	0.513924595701979	0.274278855828685	1.49249135036904	0.148688198769759	0.345009012376086	-5.70794034683147
HexCer.d18.1.16.0.	HexCer.d18.1.16.0.	-0.303486999437688	1.85412008269042	-1.49099588533921	0.149077968310654	0.345009012376086	-5.71003827803132
TG.18.2_32.0.	TG.18.2_32.0.	-0.423255676289193	1.3037450111753	-1.48510104567185	0.150622452218772	0.346334106952132	-5.71829097081112
Cer.d18.1.20.0.	Cer.d18.1.20.0.	0.29744061505147	-0.802659157389373	1.48230017299057	0.151360831927228	0.346334106952132	-5.72220266265189
PC.ae.C38.6	PC.ae.C38.6	0.267621395204137	3.49605720528953	1.47741802613917	0.152654897105758	0.347332771504675	-5.72900641597457
PC.aa.C42.5	PC.aa.C42.5	-0.279971275688675	0.303487520371223	-1.46693503954901	0.155463781025215	0.351747660978838	-5.74355248096367
C18.1	C18.1	0.372171323337205	1.30077240173637	1.45387931146899	0.159020210064965	0.357795472646172	-5.76154781060197
p.Cresol.SO4	p.Cresol.SO4	0.583424952700531	0.869942159520734	1.45063019936334	0.159915385129237	0.357821718106855	-5.7660053515665
Kynurenine	Kynurenine	-0.381698620707621	1.75505211149137	-1.44739298562676	0.160811308513597	0.357849340373663	-5.77043827941988
TG.22.5_34.1.	TG.22.5_34.1.	-0.462142588928387	-0.0175623583381101	-1.43898410638566	0.16315738397957	0.360493555287594	-5.78191437550969
TG.18.3_36.2.	TG.18.3_36.2.	0.415959672730207	-0.769681533465765	1.436769560451	0.163779788081277	0.360493555287594	-5.78492737780221
TG.16.1_36.5.	TG.16.1_36.5.	-0.487845166688926	-2.51992797353797	-1.41258400209622	0.170701726596953	0.373698374441978	-5.8175790613921
TG.16.1_34.3.	TG.16.1_34.3.	0.487813584660883	-0.987982768418873	1.38774555136003	0.178606979972125	0.384765036642078	-5.82461673450514
PC.aa.C34.3	PC.aa.C34.3	0.351806966920115	4.20769654056402	1.39512490514651	0.175841948424297	0.382881661891615	-5.84085895236153
Cer.d16.1.22.0.	Cer.d16.1.22.0.	-0.320478567093824	-0.475077056749827	-1.3894687509016	0.177533300837234	0.384497255823956	-5.84834827367636
PC.ae.C30.2	PC.ae.C30.2	-0.303194254120673	-1.18070595102942	-1.38064833135474	0.180196544916132	0.386135453391712	-5.85997586737152
TG.18.1_38.5.	TG.18.1_38.5.	-0.409297765306647	0.381354582911552	-1.36589542955746	0.1847214956359	0.393748451223893	-5.87928317031709
TG.18.3_34.2.	TG.18.3_34.2.	0.44541495234208	-0.966353680147388	1.33545774476934	0.194885264997752	0.404761704226101	-5.89240240730153
HexCer.d18.2.24.0.	HexCer.d18.2.24.0.	-0.26738154617007	0.168358308395141	-1.35340567825261	0.188621812179303	0.398161513442918	-5.89549029952903
TG.16.1_38.3.	TG.16.1_38.3.	-0.434358608331668	-1.71905626849779	-1.35297308964073	0.188758050817383	0.398161513442918	-5.89604936102288
