Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,t
CSNK1G2,,1,0,0,0,0,0,NA
CSNK2A1,,1,0,0,0,0,0,2.17785554892521
CSNK2A2,,1,0,0,0,0,0,2.13801400039726
CSNK2B,,1,0,0,0,0,0,NA
CTNNB1,,1,0,0,0,0,0,-1.5246007345689
CUL1,,1,0,0,0,0,0,3.9645931967309
CXCL12,,1,0,0,0,0,0,-5.51807771710381
CXCL2,,1,0,0,0,0,0,NA
CYP17A1,,1,0,0,0,0,0,NA
DAAM1,,1,0,0,0,0,0,NA
DAB2IP,,1,0,0,0,0,0,NA
DACH1,,1,0,0,0,0,0,NA
DAPK1,,1,0,0,0,0,0,NA
DAPK3,,1,0,0,0,0,0,1.18625808008537
DAXX,,1,0,0,0,0,0,NA
DDB1,,1,0,0,0,0,0,1.18743373499353
DDC,,0,1,0,1,0,1,NA
DDX5,,1,0,0,0,0,0,5.02301878563003
DEK,,1,0,0,0,0,0,3.28834837407328
DLAT,,1,0,0,0,0,0,-1.51955322059687
DNAJA1,,1,0,0,0,0,0,2.52934386300303
DNAJA3,,1,0,0,0,0,0,3.60293097500147
DUSP1,,1,0,0,0,0,0,NA
DUSP10,,1,0,0,0,0,0,NA
DUSP16,,1,0,0,0,0,0,NA
DUSP2,,1,0,0,0,0,0,NA
DUSP3,,1,0,0,0,0,0,-0.392155100752704
DUSP4,,1,0,0,0,0,0,NA
DUSP5,,1,0,0,0,0,0,NA
DUSP6,,1,0,0,0,0,0,NA
DUSP8,,1,0,0,0,0,0,NA
DYRK1B,,1,0,0,0,0,0,NA
DYRK2,,1,0,0,0,0,0,NA
E2F1,,1,0,0,0,0,0,NA
E2F2,,1,0,0,0,0,0,NA
E2F3,,1,0,0,0,0,0,NA
E2F4,,1,0,0,0,0,0,NA
E2F6,,1,0,0,0,0,0,NA
E2F7,,1,0,0,0,0,0,NA
E4F1,,1,0,0,0,0,0,NA
ECT2,,1,0,0,0,0,0,NA
EDN1,,1,0,0,0,0,0,NA
EGF,,1,0,0,0,0,0,NA
EGFR,,1,0,0,0,0,0,1.50286400170077
EGR1,,1,0,0,0,0,0,NA
EIF2AK2,,1,0,0,0,0,0,2.13147778845915
ELANE,,1,0,0,0,0,0,NA
ELAVL1,,1,0,0,0,0,0,4.59326128047522
ELF1,,1,0,0,0,0,0,NA
EMD,,1,0,0,0,0,0,0.497126881259255
ENG,,1,0,0,0,0,0,-2.29114904140689
Enzyme1021900002__SLCO1B1,,1,0,0,0,0,0,NA
Enzyme1022000002__SLCO1B1,,1,0,0,0,0,0,NA
Enzyme12800002__SLC1A4,,0.8888888888888888,0,0.1111111111111111,-0.1111111111111111,0,-0.1111111111111111,NA
Enzyme12800002__SLC1A5,,0.8888888888888888,0,0.1111111111111111,-0.1111111111111111,0,-0.1111111111111111,NA
Enzyme13000002__SLC1A4,,0.8888888888888888,0,0.1111111111111111,-0.1111111111111111,0,-0.1111111111111111,NA
Enzyme13000002__SLC1A5,,0.8888888888888888,0,0.1111111111111111,-0.1111111111111111,0,-0.1111111111111111,NA
Enzyme180300001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme180400001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme180500001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme180600001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme180700001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme180800001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme180900001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme181000001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme211400002__SLCO1B1,,1,0,0,0,0,0,NA
Enzyme211600002__SLCO1B1,,1,0,0,0,0,0,NA
Enzyme211700002__SLCO1B1,,1,0,0,0,0,0,NA
Enzyme211800002__SLCO1B1,,1,0,0,0,0,0,NA
Enzyme263900002__SLC3A2_SLC7A6_TRANSPORTER1_TRANSPORTER3,,1,0,0,0,0,0,NA
Enzyme267600003__SLC3A2_SLC7A6_TRANSPORTER1_TRANSPORTER3,,1,0,0,0,0,0,NA
Enzyme272700002__SLC1A4,,0.8888888888888888,0,0.1111111111111111,-0.1111111111111111,0,-0.1111111111111111,NA
Enzyme2959__FACOAE160,,1,0,0,0,0,0,NA
Enzyme36100002__SLCO1B1,,1,0,0,0,0,0,NA
Enzyme362__SULT1E1,,0,1,0,1,0,1,NA
Enzyme362__SULT2A1,,1,0,0,0,0,0,NA
Enzyme4316__AC098591_2,,1,0,0,0,0,0,NA
Enzyme4316__ACOT1,,1,0,0,0,0,0,NA
Enzyme4316__ACOT2,,1,0,0,0,0,0,NA
Enzyme4316__ACOT4,,1,0,0,0,0,0,NA
Enzyme4316__ACOT6,,1,0,0,0,0,0,NA
Enzyme4316__ACOT7,,1,0,0,0,0,0,NA
Enzyme4316__BAAT,,1,0,0,0,0,0,NA
Enzyme4317__AC098591_2,,1,0,0,0,0,0,NA
Enzyme4317__ACOT1,,1,0,0,0,0,0,NA
Enzyme4317__ACOT2,,1,0,0,0,0,0,NA
Enzyme4317__ACOT4,,1,0,0,0,0,0,NA
Enzyme4317__ACOT6,,1,0,0,0,0,0,NA
Enzyme4317__ACOT7,,1,0,0,0,0,0,NA
Enzyme4317__BAAT,,1,0,0,0,0,0,NA
Enzyme4465__CYP17A1,,1,0,0,0,0,0,NA
Enzyme486200002__SLC6A9,,1,0,0,0,0,0,NA
Enzyme558500002__SLC1A5,,0.8888888888888888,0,0.1111111111111111,-0.1111111111111111,0,-0.1111111111111111,NA
Enzyme558600002__SLC1A4,,0.8888888888888888,0,0.1111111111111111,-0.1111111111111111,0,-0.1111111111111111,NA
Enzyme558600002__SLC1A5,,0.8888888888888888,0,0.1111111111111111,-0.1111111111111111,0,-0.1111111111111111,NA
Enzyme559000002__SLC1A5,,0.8888888888888888,0,0.1111111111111111,-0.1111111111111111,0,-0.1111111111111111,NA
Enzyme559100002__SLC38A2,,1,0,0,0,0,0,NA
Enzyme6146__SLC22A10,,1,0,0,0,0,0,NA
Enzyme647000003__SLC3A2_SLC7A6_TRANSPORTER1_TRANSPORTER3,,1,0,0,0,0,0,NA
Enzyme7776__AC098591_2,,1,0,0,0,0,0,NA
Enzyme7776__ACOT1,,1,0,0,0,0,0,NA
Enzyme7776__ACOT2,,1,0,0,0,0,0,NA
Enzyme7776__ACOT4,,1,0,0,0,0,0,NA
Enzyme7776__ACOT6,,1,0,0,0,0,0,NA
Enzyme7776__ACOT7,,1,0,0,0,0,0,NA
Enzyme7776__BAAT,,1,0,0,0,0,0,NA
Enzyme7778__AC098591_2,,1,0,0,0,0,0,NA
Enzyme7778__ACOT1,,1,0,0,0,0,0,NA
Enzyme7778__ACOT2,,1,0,0,0,0,0,NA
Enzyme7778__ACOT4,,1,0,0,0,0,0,NA
Enzyme7778__ACOT6,,1,0,0,0,0,0,NA
Enzyme7778__ACOT7,,1,0,0,0,0,0,NA
Enzyme7778__BAAT,,1,0,0,0,0,0,NA
Enzyme895__DDC,,0,1,0,1,0,1,NA
Enzyme895__HDC,,1,0,0,0,0,0,NA
Enzyme89600002__SLC38A2,,1,0,0,0,0,0,NA
Enzyme9124__SLC22A2,,1,0,0,0,0,0,NA
Enzyme9124__SLC22A2_reverse,,1,0,0,0,0,0,NA
Enzyme992000001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme992100001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme992200001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme992300001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme992400001__SLC7A5,,1,0,0,0,0,0,NA
EP300,,1,0,0,0,0,0,NA
EPHB2,,1,0,0,0,0,0,NA
EPHX1,,1,0,0,0,0,0,-1.67808781910804
EPO,,1,0,0,0,0,0,NA
ERCC6,,1,0,0,0,0,0,NA
ESR1,,1,0,0,0,0,0,NA
ETS1,,1,0,0,0,0,0,NA
ETS2,,1,0,0,0,0,0,NA
ETV1,,1,0,0,0,0,0,NA
EZH2,,1,0,0,0,0,0,NA
F11R,,1,0,0,0,0,0,-2.10259245920654
F2R,,1,0,0,0,0,0,NA
F3,,1,0,0,0,0,0,NA
FADD,,1,0,0,0,0,0,NA
FBLN1,,1,0,0,0,0,0,NA
FBXW7,,1,0,0,0,0,0,NA
FCER1A,,1,0,0,0,0,0,NA
FCER1G,,1,0,0,0,0,0,-0.355435411993608
FER,,1,0,0,0,0,0,NA
FGF10,,1,0,0,0,0,0,NA
FGF11,,1,0,0,0,0,0,NA
FGF12,,1,0,0,0,0,0,NA
FGF13,,1,0,0,0,0,0,NA
FGF14,,1,0,0,0,0,0,NA
FGF16,,1,0,0,0,0,0,NA
FGF17,,1,0,0,0,0,0,NA
FGF18,,1,0,0,0,0,0,NA
FGF19,,1,0,0,0,0,0,NA
FGF2,,1,0,0,0,0,0,-1.54473962298106
FGF20,,1,0,0,0,0,0,NA
FGF21,,1,0,0,0,0,0,NA
FGF22,,1,0,0,0,0,0,NA
FGF23,,1,0,0,0,0,0,NA
FGF7,,1,0,0,0,0,0,NA
FGF8,,1,0,0,0,0,0,NA
FGF9,,1,0,0,0,0,0,NA
FGFR3,,1,0,0,0,0,0,NA
FGFR4,,1,0,0,0,0,0,NA
FGR,,1,0,0,0,0,0,-1.20619331010288
FHL2,,1,0,0,0,0,0,4.04638130810876
FKBP1A,,1,0,0,0,0,0,-1.68080301345771
FKBP4,,1,0,0,0,0,0,4.33633799915472
FLI1,,1,0,0,0,0,0,NA
FLII,,1,0,0,0,0,0,-2.60049524938535
FN1,,1,0,0,0,0,0,-0.26886418721034
FOS,,1,0,0,0,0,0,NA
FOSB,,1,0,0,0,0,0,NA
FOXA1,,1,0,0,0,0,0,NA
FOXA2,,1,0,0,0,0,0,NA
FOXO1,,1,0,0,0,0,0,NA
FOXO3,,1,0,0,0,0,0,NA
FOXP1,,1,0,0,0,0,0,NA
FPR1,,1,0,0,0,0,0,NA
FRS2,,1,0,0,0,0,0,NA
FRS3,,1,0,0,0,0,0,NA
FTH1,,1,0,0,0,0,0,-1.32095734612523
FZD1,,1,0,0,0,0,0,NA
FZD3,,1,0,0,0,0,0,NA
FZD6,,1,0,0,0,0,0,NA
GABRQ,,1,0,0,0,0,0,NA
GAK,,1,0,0,0,0,0,2.71607374680227
GAL,,1,0,0,0,0,0,NA
GAPDH,,1,0,0,0,0,0,2.82581721783448
GATA1,,1,0,0,0,0,0,NA
GATA2,,1,0,0,0,0,0,NA
GDF5,,1,0,0,0,0,0,NA
GDNF,,1,0,0,0,0,0,NA
GFER,,1,0,0,0,0,0,NA
GH1,,1,0,0,0,0,0,NA
GHRH,,1,0,0,0,0,0,NA
GHRL,,1,0,0,0,0,0,NA
GIT1,,1,0,0,0,0,0,1.6880703936458
GLB1,P,0,0,1,-1,1,-1,2.17232837075002
GLI1,,1,0,0,0,0,0,NA
GLP1R,,1,0,0,0,0,0,NA
GMFB,,1,0,0,0,0,0,-2.55055639456174
GMPS,,1,0,0,0,0,0,4.31773321046816
GNAI1,,1,0,0,0,0,0,-2.73095122054987
GNAI2,,1,0,0,0,0,0,-4.6973303688594
GNAI3,,1,0,0,0,0,0,NA
GNAO1,,1,0,0,0,0,0,NA
GNAZ,,1,0,0,0,0,0,NA
GNGT1,,1,0,0,0,0,0,NA
GNL3,,1,0,0,0,0,0,0.799404557913705
GRB2,,1,0,0,0,0,0,-1.20662311796614
GRK2,,1,0,0,0,0,0,1.02263804063089
GRK5,,1,0,0,0,0,0,NA
GSK3B,,1,0,0,0,0,0,-0.844975239220706
GSN,,1,0,0,0,0,0,-2.57771039232058
GTF2H1,,1,0,0,0,0,0,NA
HDAC1,,1,0,0,0,0,0,4.78116336736195
HDAC2,,1,0,0,0,0,0,3.16266022375718
HDAC3,,1,0,0,0,0,0,3.16266022375718
HDAC4,,1,0,0,0,0,0,NA
HDAC8,,1,0,0,0,0,0,NA
HDC,,1,0,0,0,0,0,NA
HECTD4,,1,0,0,0,0,0,NA
HES1,,1,0,0,0,0,0,NA
HGF,,1,0,0,0,0,0,NA
HIC1,,1,0,0,0,0,0,NA
HIF1A,,1,0,0,0,0,0,NA
HIPK1,,1,0,0,0,0,0,NA
HIPK2,,1,0,0,0,0,0,NA
HMGB1,P,0,1,0,1,1,1,1.66907891686383
HNF1A,,1,0,0,0,0,0,NA
HNRNPK,,1,0,0,0,0,0,7.47954516443487
HNRNPUL1,,1,0,0,0,0,0,4.35180432501027
HOXA9,,1,0,0,0,0,0,NA
HOXB13,,1,0,0,0,0,0,NA
HRAS,,1,0,0,0,0,0,NA
HSP90AA1,,1,0,0,0,0,0,3.12159578665293
HSP90AB1,,1,0,0,0,0,0,4.82010918560368
HSP90B1,,1,0,0,0,0,0,4.59897281321154
HSPA1A,,1,0,0,0,0,0,1.64864635572946
HSPA1A,,1,0,0,0,0,0,1.64864635572946
HSPB1,,1,0,0,0,0,0,0.550339715862048
HTR2B,,1,0,0,0,0,0,NA
ICAM3,,1,0,0,0,0,0,NA
IFI16,,1,0,0,0,0,0,4.95102971264295
IFNB1,,1,0,0,0,0,0,NA
IFNG,,1,0,0,0,0,0,NA
IGF1,,1,0,0,0,0,0,NA
IGF1R,,1,0,0,0,0,0,NA
IGF2,,1,0,0,0,0,0,NA
IGFBP2,,1,0,0,0,0,0,NA
IGFBP3,,1,0,0,0,0,0,0.24157363736696
IGFBP5,,1,0,0,0,0,0,NA
IGHE,,1,0,0,0,0,0,NA
IL10,,1,0,0,0,0,0,NA
IL11,,1,0,0,0,0,0,NA
IL13,,1,0,0,0,0,0,NA
IL18,,1,0,0,0,0,0,NA
IL1A,,1,0,0,0,0,0,NA
IL1B,,1,0,0,0,0,0,NA
IL2,,1,0,0,0,0,0,NA
IL24,,1,0,0,0,0,0,NA
IL3,,1,0,0,0,0,0,NA
IL4,,1,0,0,0,0,0,NA
IL5,,1,0,0,0,0,0,NA
IL6,,1,0,0,0,0,0,NA
INPP5J,,1,0,0,0,0,0,NA
INS,,1,0,0,0,0,0,NA
IQGAP1,,1,0,0,0,0,0,-2.05355657938902
IRF1,,1,0,0,0,0,0,NA
IRF3,,1,0,0,0,0,0,NA
ITGAV,,1,0,0,0,0,0,1.64461937830215
ITGB1,,1,0,0,0,0,0,-4.62370230463388
ITGB3,,1,0,0,0,0,0,-1.33715508135734
JAK3,,1,0,0,0,0,0,NA
JUN,,1,0,0,0,0,0,NA
JUNB,,1,0,0,0,0,0,NA
JUND,,1,0,0,0,0,0,NA
KAT2A,,1,0,0,0,0,0,NA
KAT2B,,1,0,0,0,0,0,NA
KAT5,,1,0,0,0,0,0,NA
KAT6A,,1,0,0,0,0,0,NA
KAT8,,1,0,0,0,0,0,NA
KDM1A,,1,0,0,0,0,0,2.81281193279568
KDM4C,,1,0,0,0,0,0,NA
KHDRBS1,,1,0,0,0,0,0,2.57082398477085
KLF4,,1,0,0,0,0,0,NA
KLF5,,1,0,0,0,0,0,NA
KLK3,,1,0,0,0,0,0,NA
KMT5A,,1,0,0,0,0,0,NA
KSR1,,1,0,0,0,0,0,NA
LBP,,1,0,0,0,0,0,-1.36436374793549
LEP,,1,0,0,0,0,0,NA
LIF,,1,0,0,0,0,0,NA
LITAF,,1,0,0,0,0,0,NA
LRP6,,1,0,0,0,0,0,NA
LTC4S,,1,0,0,0,0,0,NA
LTF,,1,0,0,0,0,0,-1.20676481775768
LTK,,1,0,0,0,0,0,NA
LYN,,1,0,0,0,0,0,0.321005041539058
MAF,,1,0,0,0,0,0,NA
MAFB,,1,0,0,0,0,0,NA
MAML1,,1,0,0,0,0,0,NA
MAP2K1,,1,0,0,0,0,0,1.4504973445815
MAP2K2,,1,0,0,0,0,0,1.20029578643366
MAP2K3,,1,0,0,0,0,0,1.64056575493137
MAP2K4,,1,0,0,0,0,0,-0.362157878519355
MAP2K5,,1,0,0,0,0,0,NA
MAP2K6,,1,0,0,0,0,0,NA
MAP2K7,,1,0,0,0,0,0,NA
MAP3K1,,1,0,0,0,0,0,NA
MAP3K14,,1,0,0,0,0,0,NA
MAP3K2,,1,0,0,0,0,0,NA
MAP3K7,,1,0,0,0,0,0,NA
MAP3K8,,1,0,0,0,0,0,NA
MAP4K1,,1,0,0,0,0,0,NA
MAPK1,,1,0,0,0,0,0,-3.01859744918126
MAPK10,,1,0,0,0,0,0,0.22618383144404
MAPK11,,1,0,0,0,0,0,NA
MAPK12,,1,0,0,0,0,0,NA
MAPK13,,1,0,0,0,0,0,2.83284822687293
MAPK14,,1,0,0,0,0,0,2.05290782234537
MAPK3,,0,1,0,1,0,1,-4.38600940256295
MAPK8,,1,0,0,0,0,0,NA
MAPK9,,1,0,0,0,0,0,0.22618383144404
MAPKAPK2,,1,0,0,0,0,0,1.65751774674823
MAPKAPK5,,1,0,0,0,0,0,NA
MATK,,1,0,0,0,0,0,-0.291600161479388
MAX,,1,0,0,0,0,0,NA
MAZ,,1,0,0,0,0,0,NA
MBTPS1,,1,0,0,0,0,0,NA
MCPH1,,1,0,0,0,0,0,NA
MDM2,,1,0,0,0,0,0,NA
MDM4,,1,0,0,0,0,0,NA
MECOM,,1,0,0,0,0,0,NA
MED1,,1,0,0,0,0,0,NA
MET,,1,0,0,0,0,0,NA
Metab__17a-Hydroxypregnenolone_c,,1,0,0,0,0,0,NA
Metab__17alpha-Hydroxyprogesterone_c,,1,0,0,0,0,0,NA
Metab__3_5_3'-Triiodothyronine_c,,1,0,0,0,0,0,NA
Metab__4-Hydroxy-estradiol_c,,1,0,0,0,0,0,NA
Metab__Acetaldehyde_c,,1,0,0,0,0,0,NA
Metab__Acetic acid_c,,1,0,0,0,0,0,NA
Metab__Arachidonic acid_c,,1,0,0,0,0,0,NA
Metab__Calcitriol_c,,1,0,0,0,0,0,NA
Metab__Dehydroepiandrosterone_c,,1,0,0,0,0,0,NA
Metab__Dinoprostone_c,,1,0,0,0,0,0,NA
Metab__Eicosapentaenoic acid_c,,1,0,0,0,0,0,NA
Metab__Formaldehyde_c,,1,0,0,0,0,0,NA
Metab__Glycerol_c,,1,0,0,0,0,0,NA
Metab__Hexadecanoic acid_c,,1,0,0,0,0,0,NA
Metab__Histamine_c,M,0,1,0,1,1,1,NA
Metab__Histamine_e,,1,0,0,0,0,0,NA
Metab__Histidine_c,,1,0,0,0,0,0,NA
Metab__L-Alanine_c,M,0,0,1,-1,1,-1,NA
Metab__Linoleic acid_c,,1,0,0,0,0,0,NA
Metab__Linolenic acid_c,,1,0,0,0,0,0,NA
Metab__Nitric oxide_c,,1,0,0,0,0,0,NA
Metab__Oxiglutatione_c,,1,0,0,0,0,0,NA
Metab__Prasterone sulfate_c,M,0,1,0,1,1,1,NA
Metab__Progesterone_c,,1,0,0,0,0,0,NA
Metab__Uridine 5'-triphosphate_c,,1,0,0,0,0,0,NA
Metab__Vitamin E_c,,1,0,0,0,0,0,NA
MMP13,,1,0,0,0,0,0,NA
MRAS,,1,0,0,0,0,0,NA
MRGPRX3,,1,0,0,0,0,0,NA
MS4A2,,1,0,0,0,0,0,NA
MST1,,1,0,0,0,0,0,NA
MSX1,,1,0,0,0,0,0,NA
MTNR1A,,1,0,0,0,0,0,NA
MXD1,,1,0,0,0,0,0,NA
MYB,,0.4444444444444444,0,0.5555555555555556,-0.5555555555555556,0,-0.5555555555555556,NA
MYCBP2,,1,0,0,0,0,0,-1.28500785430837
MYCN,,1,0,0,0,0,0,NA
NCL,,1,0,0,0,0,0,4.3419859960406
NCOA2,,1,0,0,0,0,0,NA
NCOA3,,1,0,0,0,0,0,NA
NCOA4,,1,0,0,0,0,0,NA
NCOA6,,1,0,0,0,0,0,NA
NCOR2,,1,0,0,0,0,0,NA
NF1,,1,0,0,0,0,0,NA
NFATC1,,1,0,0,0,0,0,NA
NFATC2,,1,0,0,0,0,0,NA
NFATC3,,1,0,0,0,0,0,NA
NFKB1,,1,0,0,0,0,0,3.35086868996363
NGF,,1,0,0,0,0,0,NA
NGFR,,1,0,0,0,0,0,NA
NLK,,1,0,0,0,0,0,NA
NOD2,,1,0,0,0,0,0,NA
NOS1,,1,0,0,0,0,0,NA
NOTCH1,,1,0,0,0,0,0,NA
NPM1,,1,0,0,0,0,0,-1.75769003618144
NPY,,1,0,0,0,0,0,NA
NR0B1,,1,0,0,0,0,0,NA
NR0B2,,1,0,0,0,0,0,NA
NR2C2,,1,0,0,0,0,0,NA
NR3C1,,1,0,0,0,0,0,NA
NR4A1,,1,0,0,0,0,0,NA
NR5A1,,1,0,0,0,0,0,NA
NRG1,,1,0,0,0,0,0,NA
NRIP1,,1,0,0,0,0,0,NA
NRP1,,1,0,0,0,0,0,-2.6067065035034
NTF3,,1,0,0,0,0,0,NA
NTRK1,,1,0,0,0,0,0,NA
NTS,,1,0,0,0,0,0,NA
NUAK1,,1,0,0,0,0,0,NA
NUDT6,,1,0,0,0,0,0,NA
NUMB,,1,0,0,0,0,0,-1.55310254214333
NUPR1,,1,0,0,0,0,0,NA
ORC1,,1,0,0,0,0,0,NA
OSM,,1,0,0,0,0,0,NA
P2RX7,,1,0,0,0,0,0,NA
PA2G4,,1,0,0,0,0,0,3.83059731878076
PAK4,,1,0,0,0,0,0,NA
PAK6,,1,0,0,0,0,0,NA
PARP1,,1,0,0,0,0,0,7.12965032941924
PAX2,,1,0,0,0,0,0,NA
PAX8,,1,0,0,0,0,0,NA
PDGFA,,1,0,0,0,0,0,NA
PDPK1,,1,0,0,0,0,0,-0.398935834204115
PEA15,,1,0,0,0,0,0,-2.47897142813712
PELP1,,1,0,0,0,0,0,NA
PER1,,1,0,0,0,0,0,NA
PHB,,1,0,0,0,0,0,1.15869643417924
PIAS1,,1,0,0,0,0,0,NA
PIAS2,,1,0,0,0,0,0,NA
PIAS3,,1,0,0,0,0,0,NA
PIAS4,,1,0,0,0,0,0,NA
