Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,logFC_z
BDNF,,1,0,0,0,0,0,NA
BIRC2,,1,0,0,0,0,0,NA
BIRC3,,1,0,0,0,0,0,NA
BIRC5,,1,0,0,0,0,0,NA
BIRC6,,1,0,0,0,0,0,NA
BIRC7,,1,0,0,0,0,0,NA
BLM,,1,0,0,0,0,0,NA
BMP2,,1,0,0,0,0,0,NA
BMP4,,1,0,0,0,0,0,NA
BMP5,,1,0,0,0,0,0,NA
BMP7,,1,0,0,0,0,0,NA
BMPR1A,,1,0,0,0,0,0,NA
BRAP,,1,0,0,0,0,0,NA
BRCA1,,1,0,0,0,0,0,NA
BRD4,,1,0,0,0,0,0,NA
BRD8,,1,0,0,0,0,0,NA
BRMS1,,1,0,0,0,0,0,NA
BSG,,1,0,0,0,0,0,-1.0381264470809963
BTC,,1,0,0,0,0,0,NA
BTK,,1,0,0,0,0,0,NA
BTRC,,1,0,0,0,0,0,NA
BUB1,,1,0,0,0,0,0,NA
c3dc_c,,1,0,0,0,0,0,NA
C4BPA,,1,0,0,0,0,0,NA
CABIN1,,1,0,0,0,0,0,NA
CAD,,0.41,0,0.59,-0.59,0,-0.59,0.2675468351753697
CALCA,,1,0,0,0,0,0,NA
CALM1,,1,0,0,0,0,0,NA
CALM3,,1,0,0,0,0,0,NA
CAMK1,,1,0,0,0,0,0,NA
CAMK1D,,1,0,0,0,0,0,NA
CAMK1G,,1,0,0,0,0,0,NA
CAMK2A,,0.97,0,0.03,-0.03,0,-0.03,-0.5943114600020201
CAMK2B,,1,0,0,0,0,0,NA
CAMK2D,,1,0,0,0,0,0,-0.5943114600020201
CAMK2G,,1,0,0,0,0,0,0.6505328969868394
CAMK4,,1,0,0,0,0,0,NA
CAMKK1,,1,0,0,0,0,0,NA
CAMP,,1,0,0,0,0,0,NA
CAPN1,,1,0,0,0,0,0,0.9666588193606548
CAPN2,,1,0,0,0,0,0,-0.7915064432953797
CARD16,,1,0,0,0,0,0,NA
CARM1,,1,0,0,0,0,0,NA
CASP1,,1,0,0,0,0,0,-1.4208018150146426
CASP10,,1,0,0,0,0,0,NA
CASP2,,1,0,0,0,0,0,NA
CASP3,,0.88,0,0.12,-0.12,0,-0.12,NA
CASP6,,1,0,0,0,0,0,NA
CASP7,,1,0,0,0,0,0,NA
CASP8,,1,0,0,0,0,0,NA
CASP9,,1,0,0,0,0,0,NA
CAT,,1,0,0,0,0,0,-0.18025739305217384
CAV1,,1,0,0,0,0,0,-0.5374876445828553
CCK,,1,0,0,0,0,0,NA
CCL15,,1,0,0,0,0,0,NA
CCN1,,1,0,0,0,0,0,NA
CCN2,,1,0,0,0,0,0,NA
CCNA2,,1,0,0,0,0,0,NA
CCNA2_CDK2,,1,0,0,0,0,0,NA
CCNB1_CDK1,,1,0,0,0,0,0,NA
CCND1,,1,0,0,0,0,0,NA
CCNE1,,1,0,0,0,0,0,NA
CCNT1,,1,0,0,0,0,0,NA
CD247,,1,0,0,0,0,0,NA
CD28,,1,0,0,0,0,0,NA
CD3D,,1,0,0,0,0,0,NA
CD3E,,1,0,0,0,0,0,NA
CD3G,,1,0,0,0,0,0,NA
CD4,,1,0,0,0,0,0,NA
CD40,,1,0,0,0,0,0,NA
CD40LG,,1,0,0,0,0,0,NA
CD44,,1,0,0,0,0,0,-0.46044149597283424
CD58,,1,0,0,0,0,0,NA
CD79A,,1,0,0,0,0,0,NA
CD79B,,1,0,0,0,0,0,NA
CD80,,1,0,0,0,0,0,NA
CD86,,1,0,0,0,0,0,NA
CD8A,,1,0,0,0,0,0,NA
CD8B,,1,0,0,0,0,0,NA
CDC25A,,1,0,0,0,0,0,NA
CDC42,,1,0,0,0,0,0,0.7693865576238659
CDCA8,,1,0,0,0,0,0,NA
CDH1,,1,0,0,0,0,0,0.8935203098737012
CDH11,,1,0,0,0,0,0,NA
CDH13,,1,0,0,0,0,0,NA
CDH17,,1,0,0,0,0,0,NA
CDH2,,1,0,0,0,0,0,NA
CDH3,,1,0,0,0,0,0,NA
CDH4,,1,0,0,0,0,0,NA
CDH5,,1,0,0,0,0,0,NA
CDK1,,1,0,0,0,0,0,NA
CDK2,,1,0,0,0,0,0,NA
CDK3,,1,0,0,0,0,0,NA
CDK4,,1,0,0,0,0,0,NA
CDK5,,1,0,0,0,0,0,NA
CDK5_CDK5R1,,1,0,0,0,0,0,NA
CDK5R1,,1,0,0,0,0,0,NA
CDK6,,1,0,0,0,0,0,NA
CDK7,,1,0,0,0,0,0,NA
CDK9,,1,0,0,0,0,0,NA
CDKN1A,,1,0,0,0,0,0,NA
CDKN2A,,1,0,0,0,0,0,NA
CDKN2AIP,,1,0,0,0,0,0,NA
CDR2,,1,0,0,0,0,0,NA
CDS1,,1,0,0,0,0,0,NA
CDX1,,1,0,0,0,0,0,NA
CDX2,,1,0,0,0,0,0,NA
CEACAM7,,1,0,0,0,0,0,NA
CEBPA,,1,0,0,0,0,0,NA
CEBPB,,0.65,0,0.35,-0.35,0,-0.35,NA
CEBPE,,1,0,0,0,0,0,NA
CEP43,,1,0,0,0,0,0,NA
CHEK1,,1,0,0,0,0,0,NA
CHEK2,,1,0,0,0,0,0,NA
CHKA,,1,0,0,0,0,0,NA
CHP1,,1,0,0,0,0,0,NA
CHP2,,1,0,0,0,0,0,NA
CHUK,,0.84,0.16,0,0.16,0,0.16,NA
CISH,,1,0,0,0,0,0,NA
CITED1,,1,0,0,0,0,0,NA
CITED2,,1,0,0,0,0,0,NA
CLK2,,1,0,0,0,0,0,NA
CNBP,,1,0,0,0,0,0,NA
CNR1,,1,0,0,0,0,0,NA
CNTF,,1,0,0,0,0,0,NA
COL1A1,,1,0,0,0,0,0,NA
COP1,,1,0,0,0,0,0,NA
COPS5,,1,0,0,0,0,0,0.09591412438391254
COPS6,,1,0,0,0,0,0,NA
CPT1A,,0,0,1,-1,0,-1,0.8851900185126867
CPT1B,,1,0,0,0,0,0,NA
CPT1C,,1,0,0,0,0,0,NA
CPT2,,1,0,0,0,0,0,-0.4630500427030825
CPVL,,1,0,0,0,0,0,NA
CREB1,,1,0,0,0,0,0,NA
CREB3,,1,0,0,0,0,0,NA
CREB3L1,,1,0,0,0,0,0,NA
CREB3L2,,1,0,0,0,0,0,NA
CREB3L3,,1,0,0,0,0,0,NA
CREB3L4,,1,0,0,0,0,0,NA
CREB5,,1,0,0,0,0,0,NA
CREBBP,,1,0,0,0,0,0,NA
CREBBP_EP300,,1,0,0,0,0,0,NA
CRH,,1,0,0,0,0,0,NA
CRHR1,,1,0,0,0,0,0,NA
CRP,,1,0,0,0,0,0,NA
CRTC2,,1,0,0,0,0,0,NA
CRYAB,,1,0,0,0,0,0,NA
CSAD,,1,0,0,0,0,0,NA
CSF2,,1,0,0,0,0,0,NA
CSF2RB,,1,0,0,0,0,0,NA
CSF3,,1,0,0,0,0,0,NA
CSN1S1,,1,0,0,0,0,0,NA
CSNK1A1,,1,0,0,0,0,0,0.28891555849126216
CSNK1A1L,,1,0,0,0,0,0,NA
CSNK1D,,1,0,0,0,0,0,NA
CSNK1E,,1,0,0,0,0,0,NA
CSNK1G1,,1,0,0,0,0,0,NA
CSNK1G2,,1,0,0,0,0,0,NA
CSNK2A1,,1,0,0,0,0,0,1.014055057273189
CSNK2A2,P,0,1,0,1,1,1,1.6087876640907912
CSNK2B,,1,0,0,0,0,0,NA
CST3,,1,0,0,0,0,0,NA
CTBP1,,1,0,0,0,0,0,NA
CTCF,,1,0,0,0,0,0,NA
CTNNA3,,1,0,0,0,0,0,0.8115987765597935
CTNNB1,,1,0,0,0,0,0,0.8173821062725874
CTNNBIP1,,1,0,0,0,0,0,NA
CUL1,,1,0,0,0,0,0,0.725723296341556
CXCL1,,1,0,0,0,0,0,NA
CXCL10,,1,0,0,0,0,0,NA
CXCL12,,1,0,0,0,0,0,NA
CXCL16,,1,0,0,0,0,0,NA
CXCL2,,1,0,0,0,0,0,NA
CXCR4,,1,0,0,0,0,0,NA
CYCS,,1,0,0,0,0,0,-0.02109488648561166
DAB2IP,,1,0,0,0,0,0,NA
DAPK1,,1,0,0,0,0,0,NA
DAPK3,,1,0,0,0,0,0,NA
DAXX,,1,0,0,0,0,0,NA
DDB1,,1,0,0,0,0,0,-0.21101981272895548
DDR1,,1,0,0,0,0,0,NA
DDX5,,1,0,0,0,0,0,0.17877755027161027
DEK,,1,0,0,0,0,0,1.0963686595206952
DEPTOR_EEF1A1_MLST8_MTOR_PRR5_RICTOR,,1,0,0,0,0,0,NA
DFFA,,1,0,0,0,0,0,NA
DKK1,,1,0,0,0,0,0,NA
DLAT,,1,0,0,0,0,0,-0.7594947406877232
DNAJA3,,1,0,0,0,0,0,NA
DSCAM,,1,0,0,0,0,0,NA
DSCAML1,,1,0,0,0,0,0,NA
DTX1,,1,0,0,0,0,0,NA
DUOX1,,1,0,0,0,0,0,NA
DUSP1,,1,0,0,0,0,0,NA
DUSP10,,1,0,0,0,0,0,NA
DUSP16,,1,0,0,0,0,0,NA
DUSP2,,1,0,0,0,0,0,NA
DUSP3,,1,0,0,0,0,0,-1.2794054518386737
DUSP4,,1,0,0,0,0,0,NA
DUSP5,,1,0,0,0,0,0,NA
DUSP6,,1,0,0,0,0,0,NA
DUSP8,,1,0,0,0,0,0,NA
DVL1,,1,0,0,0,0,0,NA
DVL2,,1,0,0,0,0,0,NA
DVL3,,1,0,0,0,0,0,NA
DYRK1B,,1,0,0,0,0,0,NA
DYRK2,,1,0,0,0,0,0,NA
E2F1,,1,0,0,0,0,0,NA
E2F2,,1,0,0,0,0,0,NA
E2F3,,1,0,0,0,0,0,NA
E2F4,,0.66,0.34,0,0.34,0,0.34,NA
E2F5,,1,0,0,0,0,0,NA
E2F7,,1,0,0,0,0,0,NA
E4F1,,1,0,0,0,0,0,NA
EBI3,,1,0,0,0,0,0,NA
ECT2,,1,0,0,0,0,0,NA
EDN1,,1,0,0,0,0,0,NA
EGF,,1,0,0,0,0,0,NA
EGFR,,1,0,0,0,0,0,NA
EGR1,,1,0,0,0,0,0,NA
EGR2,,1,0,0,0,0,0,NA
EIF2AK2,,1,0,0,0,0,0,0.027187110872095178
ELANE,,1,0,0,0,0,0,NA
ELAVL1,,1,0,0,0,0,0,0.9219210507708683
ELK1,,1,0,0,0,0,0,NA
EMD,,1,0,0,0,0,0,-0.43088539857717734
ENG,,1,0,0,0,0,0,NA
ENO1,,1,0,0,0,0,0,-0.13150953929164352
Enzyme1030__AOC3,,1,0,0,0,0,0,NA
Enzyme10509__ETHAAL,,1,0,0,0,0,0,NA
Enzyme10543__GLS2,,1,0,0,0,0,0,NA
Enzyme1107__SLC12A1,,1,0,0,0,0,0,NA
Enzyme1107__SLC12A2,,1,0,0,0,0,0,NA
Enzyme119800002__ACE2,,1,0,0,0,0,0,NA
Enzyme119800002__SLC38A2,,0.19,0,0.81,-0.81,0,-0.81,NA
Enzyme1199__TAT,,1,0,0,0,0,0,NA
Enzyme1199__TAT_reverse,,0,0,1,-1,0,-1,NA
Enzyme125000002__SLC38A2,,0.86,0,0.14,-0.14,0,-0.14,NA
Enzyme1256__AOC3,,1,0,0,0,0,0,NA
Enzyme1401__SLC6A6,,0.86,0,0.14,-0.14,0,-0.14,NA
Enzyme1401__SLC6A6_reverse,,1,0,0,0,0,0,NA
Enzyme1444__MAOA,,1,0,0,0,0,0,NA
Enzyme1444__MAOB,,1,0,0,0,0,0,NA
Enzyme1458__MAOA,,1,0,0,0,0,0,NA
Enzyme1458__MAOB,,1,0,0,0,0,0,NA
Enzyme154__MAOA,,1,0,0,0,0,0,NA
Enzyme154__MAOB,,1,0,0,0,0,0,NA
Enzyme1579__XDH,,0.5,0,0.5,-0.5,0,-0.5,NA
Enzyme1579__XDH_reverse,,1,0,0,0,0,0,NA
Enzyme16__AOC3,,1,0,0,0,0,0,NA
Enzyme177__SLC1A1_TRANSPORTER2,,1,0,0,0,0,0,NA
Enzyme177__SLC1A2_TRANSPORTER2,,0.94,0,0.06,-0.06,0,-0.06,NA
Enzyme177__SLC1A3_TRANSPORTER2,,1,0,0,0,0,0,NA
Enzyme177__SLC1A6_TRANSPORTER2,,1,0,0,0,0,0,NA
Enzyme179400003__SLC6A6,,0.71,0,0.29,-0.29,0,-0.29,NA
Enzyme182500001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme182600002__SLC7A5,,1,0,0,0,0,0,NA
Enzyme182700001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme1830__SLC7A5_TRANSPORTER4_reverse,,1,0,0,0,0,0,NA
Enzyme1835__SLC7A5_TRANSPORTER4_reverse,,1,0,0,0,0,0,NA
Enzyme183700001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme1842__SLC7A5_TRANSPORTER4_reverse,,1,0,0,0,0,0,NA
Enzyme185100002__SLC7A5,,1,0,0,0,0,0,NA
Enzyme185200002__SLC7A5,,1,0,0,0,0,0,NA
Enzyme185300002__SLC7A5,,1,0,0,0,0,0,NA
Enzyme220700001__SLC25A1,,1,0,0,0,0,0,NA
Enzyme221500002__SLC25A1,,0.95,0,0.05,-0.05,0,-0.05,NA
Enzyme2275__RE2034C_reverse,,1,0,0,0,0,0,NA
Enzyme2599__CPT1A_reverse,,1,0,0,0,0,0,NA
Enzyme2599__CPT1B_reverse,,1,0,0,0,0,0,NA
Enzyme2599__CPT1C_reverse,,1,0,0,0,0,0,NA
Enzyme270300003__SLC3A2_SLC7A6_TRANSPORTER1_TRANSPORTER3,,1,0,0,0,0,0,NA
Enzyme273700002__SLC1A4,,1,0,0,0,0,0,NA
Enzyme313__AICDA,,1,0,0,0,0,0,NA
Enzyme34__MAOA,,1,0,0,0,0,0,NA
Enzyme34__MAOB,,1,0,0,0,0,0,NA
Enzyme346__AICDA,,1,0,0,0,0,0,NA
Enzyme36__AOC3,,1,0,0,0,0,0,NA
Enzyme36__MAOA,,1,0,0,0,0,0,NA
Enzyme36__MAOB,,1,0,0,0,0,0,NA
Enzyme3636__GOT1_reverse,,0.65,0,0.35,-0.35,0,-0.35,NA
Enzyme3667__CAD,,1,0,0,0,0,0,NA
Enzyme3712__BCAT1_reverse,,1,0,0,0,0,0,NA
Enzyme3740__BCAT1_reverse,,1,0,0,0,0,0,NA
Enzyme3741__SDS,,1,0,0,0,0,0,NA
Enzyme4741__FH,,1,0,0,0,0,0,NA
Enzyme4766__IL4I1,,1,0,0,0,0,0,NA
Enzyme4787__IL4I1,,1,0,0,0,0,0,NA
Enzyme49__MAOA,,1,0,0,0,0,0,NA
Enzyme49__MAOB,,1,0,0,0,0,0,NA
Enzyme5477__MAOA,,1,0,0,0,0,0,NA
Enzyme5477__MAOB,,1,0,0,0,0,0,NA
Enzyme5505__AOC3,,1,0,0,0,0,0,NA
Enzyme5557__ADA,,1,0,0,0,0,0,NA
Enzyme5592__GPT_reverse,,1,0,0,0,0,0,NA
Enzyme5592__GPT2_reverse,,1,0,0,0,0,0,NA
Enzyme5635__CAD,,1,0,0,0,0,0,NA
Enzyme5635__CAD_reverse,,0.41,0,0.59,-0.59,0,-0.59,NA
Enzyme5761__GOT1_reverse,,1,0,0,0,0,0,NA
Enzyme5783__ADA,,1,0,0,0,0,0,NA
Enzyme616700001__SLC25A1,,1,0,0,0,0,0,NA
Enzyme618000002__SLC25A1,,0.96,0,0.04,-0.04,0,-0.04,NA
Enzyme618400002__SLC25A1,,0.95,0,0.05,-0.05,0,-0.05,NA
Enzyme647400003__SLC3A2_SLC7A6_TRANSPORTER1_TRANSPORTER3,,1,0,0,0,0,0,NA
Enzyme664900002__SLC6A6,,0.75,0,0.25,-0.25,0,-0.25,NA
Enzyme7347__GOT1_reverse,,0.81,0,0.19,-0.19,0,-0.19,NA
Enzyme7350__GOT1_reverse,,1,0,0,0,0,0,NA
Enzyme7350__TAT_reverse,,0.97,0,0.03,-0.03,0,-0.03,NA
Enzyme7575__BCAT1_reverse,,1,0,0,0,0,0,NA
Enzyme7608__IDH1,,1,0,0,0,0,0,NA
Enzyme7681__GNPDA1,,1,0,0,0,0,0,NA
Enzyme7681__GNPDA2,,1,0,0,0,0,0,NA
Enzyme8159__TH,,1,0,0,0,0,0,NA
Enzyme8160__TYR,,1,0,0,0,0,0,NA
Enzyme8423__P4HA2,,0,0,1,-1,0,-1,NA
Enzyme8424__P4HA2,,0,0,1,-1,0,-1,NA
Enzyme9155__IDH2,,1,0,0,0,0,0,NA
Enzyme9210__MAOA,,1,0,0,0,0,0,NA
Enzyme9210__MAOB,,1,0,0,0,0,0,NA
Enzyme9211__AOC3,,1,0,0,0,0,0,NA
Enzyme922200002__SLC38A2,,0,0,1,-1,0,-1,NA
Enzyme9272__SLC9A1,,1,0,0,0,0,0,NA
Enzyme9272__SLC9A3,,1,0,0,0,0,0,NA
Enzyme930__IDH1,,1,0,0,0,0,0,NA
Enzyme9385__MAOA,,1,0,0,0,0,0,NA
Enzyme9385__MAOB,,1,0,0,0,0,0,NA
Enzyme95100001__SLC12A6,,1,0,0,0,0,0,NA
Enzyme9565__SLC6A6,,1,0,0,0,0,0,NA
Enzyme9565__SLC6A6_reverse,,0.68,0,0.32,-0.32,0,-0.32,NA
Enzyme9611__TH,,1,0,0,0,0,0,NA
Enzyme9616__TAT,,1,0,0,0,0,0,NA
Enzyme965__GOT1_reverse,,1,0,0,0,0,0,NA
Enzyme966__CSAD,,1,0,0,0,0,0,NA
Enzyme966__GAD1,,1,0,0,0,0,0,NA
Enzyme966__GAD2,,1,0,0,0,0,0,NA
Enzyme9683__GPT_reverse,,1,0,0,0,0,0,NA
Enzyme9683__GPT2_reverse,,1,0,0,0,0,0,NA
Enzyme9727__XDH,,0.5,0,0.5,-0.5,0,-0.5,NA
Enzyme9733__CPT1A_CPT2,,0,0,1,-1,0,-1,NA
Enzyme9733__CPT1A_CPT2_reverse,,1,0,0,0,0,0,NA
Enzyme9734__CPT1A_CPT2,,0,0,1,-1,0,-1,NA
Enzyme9734__CPT1A_CPT2_reverse,,1,0,0,0,0,0,NA
Enzyme9828__SLC6A6,,1,0,0,0,0,0,NA
Enzyme986100001__SLC25A1,,1,0,0,0,0,0,NA
Enzyme993300001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme9934__SLC7A5_TRANSPORTER2,,1,0,0,0,0,0,NA
Enzyme993500002__SLC7A5,,1,0,0,0,0,0,NA
Enzyme993600001__SLC7A5,,1,0,0,0,0,0,NA
Enzyme993700002__SLC7A5,,1,0,0,0,0,0,NA
Enzyme9938__SLC7A5_TRANSPORTER2,,1,0,0,0,0,0,NA
Enzyme9939__SLC7A5_TRANSPORTER2,,1,0,0,0,0,0,NA
Enzyme9940__SLC7A5_TRANSPORTER4_reverse,,1,0,0,0,0,0,NA
Enzyme994400002__SLC7A5,,1,0,0,0,0,0,NA
Enzyme995700002__SLC7A5,,1,0,0,0,0,0,NA
Enzyme995800002__SLC7A5,,1,0,0,0,0,0,NA
EOMES,,1,0,0,0,0,0,NA
EP300,,1,0,0,0,0,0,NA
EP400,,1,0,0,0,0,0,NA
EPAS1,,1,0,0,0,0,0,NA
EPHB2,,1,0,0,0,0,0,NA
EPO,,1,0,0,0,0,0,NA
EPOR,,1,0,0,0,0,0,NA
ERBB2,,1,0,0,0,0,0,NA
ERBB3,,1,0,0,0,0,0,NA
ERBB4,,1,0,0,0,0,0,NA
ERC1,,1,0,0,0,0,0,-0.9038441640775944
ERCC2,,1,0,0,0,0,0,NA
ERCC3,,1,0,0,0,0,0,NA
ERCC6,,1,0,0,0,0,0,NA
ERN1,,1,0,0,0,0,0,NA
ESR1,,1,0,0,0,0,0,NA
ESRRA,,1,0,0,0,0,0,NA
ETV1,,1,0,0,0,0,0,NA
ETV3,,0.93,0.07,0,0.07,0,0.07,NA
ETV4,,1,0,0,0,0,0,NA
ETV6,,1,0,0,0,0,0,NA
F11R,,1,0,0,0,0,0,0.24346283078350572
F2R,,1,0,0,0,0,0,NA
F2RL1,,1,0,0,0,0,0,NA
F3,,1,0,0,0,0,0,NA
FADD,,1,0,0,0,0,0,NA
FAF1,,1,0,0,0,0,0,NA
FAS,,1,0,0,0,0,0,NA
FASLG,,1,0,0,0,0,0,NA
FBLN1,,1,0,0,0,0,0,NA
FBXO31,,1,0,0,0,0,0,NA
FBXW7,,1,0,0,0,0,0,NA
FCER1A,,1,0,0,0,0,0,NA
FCER1G,,1,0,0,0,0,0,NA
FER,,1,0,0,0,0,0,NA
FGA,,1,0,0,0,0,0,NA
FGF1,,1,0,0,0,0,0,NA
FGF10,,1,0,0,0,0,0,NA
FGF11,,1,0,0,0,0,0,NA
FGF12,,1,0,0,0,0,0,NA
FGF13,,1,0,0,0,0,0,NA
FGF14,,1,0,0,0,0,0,NA
FGF16,,1,0,0,0,0,0,NA
FGF17,,1,0,0,0,0,0,NA
FGF18,,1,0,0,0,0,0,NA
FGF19,,1,0,0,0,0,0,NA
FGF2,,1,0,0,0,0,0,NA
FGF20,,1,0,0,0,0,0,NA
FGF21,,1,0,0,0,0,0,NA
FGF22,,1,0,0,0,0,0,NA
FGF23,,1,0,0,0,0,0,NA
FGF3,,1,0,0,0,0,0,NA
FGF4,,1,0,0,0,0,0,NA
FGF5,,1,0,0,0,0,0,NA
FGF6,,1,0,0,0,0,0,NA
FGF7,,1,0,0,0,0,0,NA
FGF8,,1,0,0,0,0,0,NA
FGF9,,1,0,0,0,0,0,NA
FGFR1,,1,0,0,0,0,0,NA
FGFR2,,1,0,0,0,0,0,NA
FGFR3,,1,0,0,0,0,0,NA
FGFR4,,1,0,0,0,0,0,NA
FGR,,1,0,0,0,0,0,NA
FHIT,,1,0,0,0,0,0,NA
FHL1,,1,0,0,0,0,0,-0.49115614674741825
FKBP5,,1,0,0,0,0,0,0.3236004792134178
FLI1,,1,0,0,0,0,0,NA
FLII,,1,0,0,0,0,0,0.35409490840881785
FLT3,,1,0,0,0,0,0,NA
FN1,,1,0,0,0,0,0,0.07789317984053917
FOS,,1,0,0,0,0,0,NA
FOXA1,,1,0,0,0,0,0,NA
FOXA2,,0,0,1,-1,0,-1,NA
FOXM1,,1,0,0,0,0,0,NA
FOXO1,,1,0,0,0,0,0,NA
FOXO3,,1,0,0,0,0,0,NA
FOXO4,,1,0,0,0,0,0,NA
FPR1,,1,0,0,0,0,0,NA
FRAT1,,1,0,0,0,0,0,NA
FRK,,1,0,0,0,0,0,NA
FRS2,,1,0,0,0,0,0,NA
FRS3,,1,0,0,0,0,0,NA
FTH1,,1,0,0,0,0,0,-0.3615767253590246
FUBP1,,1,0,0,0,0,0,-0.2741508734323959
FURIN,,1,0,0,0,0,0,NA
FXN,,1,0,0,0,0,0,NA
FYN,,1,0,0,0,0,0,NA
FZD1,,1,0,0,0,0,0,NA
FZD3,,1,0,0,0,0,0,NA
FZD5,,1,0,0,0,0,0,NA
FZD6,,1,0,0,0,0,0,NA
GAB2,,1,0,0,0,0,0,NA
GABRQ,,1,0,0,0,0,0,NA
GAD1,,1,0,0,0,0,0,NA
GAD2,,1,0,0,0,0,0,NA
GAL,,1,0,0,0,0,0,NA
GAPDH,,1,0,0,0,0,0,-0.7570511551021076
GATA1,,1,0,0,0,0,0,NA
GATA2,,1,0,0,0,0,0,NA
GATA3,,1,0,0,0,0,0,NA
GDF5,,1,0,0,0,0,0,NA
GFER,,1,0,0,0,0,0,NA
GH1,,1,0,0,0,0,0,NA
GHR,,1,0,0,0,0,0,NA
GHRH,,1,0,0,0,0,0,NA
GHRL,,1,0,0,0,0,0,NA
GIT1,,1,0,0,0,0,0,NA
GLB1,,1,0,0,0,0,0,-0.2379548490130702
GLI1,,1,0,0,0,0,0,NA
GLI2,,1,0,0,0,0,0,NA
GLMN,,1,0,0,0,0,0,NA
GMPS,,1,0,0,0,0,0,1.3916495001038462
GNAI1,,1,0,0,0,0,0,NA
GNAI2,,1,0,0,0,0,0,-0.9586516423358603
GNAI3,,1,0,0,0,0,0,NA
GNAO1,,1,0,0,0,0,0,NA
