Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,t
ARRB1,,1,0,0,0,0,0,-6.59475878114749
ASAP1,,1,0,0,0,0,0,NA
ASF1A,,1,0,0,0,0,0,NA
ASPN,,1,0,0,0,0,0,-3.56790983789885
ASXL1,,1,0,0,0,0,0,NA
ATF1,,1,0,0,0,0,0,NA
ATF2,,1,0,0,0,0,0,NA
ATF3,,1,0,0,0,0,0,NA
ATF4,,1,0,0,0,0,0,NA
ATM,,1,0,0,0,0,0,1.23818144501604
ATP2C1,,1,0,0,0,0,0,1.77482874970483
ATR,,1,0,0,0,0,0,NA
AURKA,,1,0,0,0,0,0,NA
AURKB,,1,0,0,0,0,0,NA
AVP,,1,0,0,0,0,0,NA
AXIN1,,1,0,0,0,0,0,NA
AXIN2,,1,0,0,0,0,0,NA
B2M,,1,0,0,0,0,0,NA
BAD,,1,0,0,0,0,0,NA
BAG1,,1,0,0,0,0,0,1.84744622814457
BAMBI,,1,0,0,0,0,0,NA
bamppald_c,,1,0,0,0,0,0,NA
BCAT1,,1,0,0,0,0,0,NA
BCHE,,1,0,0,0,0,0,NA
BCKDHB,,1,0,0,0,0,0,NA
BCL10,,1,0,0,0,0,0,NA
BCL2,,1,0,0,0,0,0,NA
BCL2L1,,1,0,0,0,0,0,NA
BCL2L11,,1,0,0,0,0,0,NA
BCL6,,1,0,0,0,0,0,NA
BCR,,1,0,0,0,0,0,NA
BDNF,,1,0,0,0,0,0,NA
BIRC2,,1,0,0,0,0,0,NA
BIRC3,,1,0,0,0,0,0,NA
BIRC5,,1,0,0,0,0,0,NA
BIRC6,,1,0,0,0,0,0,-2.2585715903220702
BIRC7,,1,0,0,0,0,0,NA
BLM,,1,0,0,0,0,0,NA
BMP2,,1,0,0,0,0,0,NA
BMP4,,1,0,0,0,0,0,NA
BMP5,,1,0,0,0,0,0,NA
BMP7,,1,0,0,0,0,0,NA
BMPR1A,,1,0,0,0,0,0,NA
BRAP,,1,0,0,0,0,0,NA
BRCA1,,1,0,0,0,0,0,NA
BRD4,,1,0,0,0,0,0,NA
BRD8,,1,0,0,0,0,0,NA
BRMS1,,1,0,0,0,0,0,NA
BSG,,1,0,0,0,0,0,5.45252744252291
BTC,,1,0,0,0,0,0,NA
BTK,,1,0,0,0,0,0,-0.429060893023656
BTRC,,1,0,0,0,0,0,NA
BUB1,,1,0,0,0,0,0,NA
c3dc_c,,1,0,0,0,0,0,NA
C4BPA,,1,0,0,0,0,0,0.699656555132643
CABIN1,,1,0,0,0,0,0,NA
CAD,,1,0,0,0,0,0,9.24850730297033
CALCA,,1,0,0,0,0,0,0.219478591915303
CALCA,,1,0,0,0,0,0,0.219478591915303
CALM1,,1,0,0,0,0,0,-1.79314082092944
CALM1,,1,0,0,0,0,0,-1.79314082092944
CALM1,,1,0,0,0,0,0,-1.79314082092944
CALM2,,1,0,0,0,0,0,NA
CALM3,,1,0,0,0,0,0,NA
CALR,,1,0,0,0,0,0,2.66596273734168
CAMK1,,1,0,0,0,0,0,NA
CAMK1D,,1,0,0,0,0,0,0.116692729474733
CAMK1G,,1,0,0,0,0,0,NA
CAMK2A,,1,0,0,0,0,0,-0.875156522062835
CAMK2B,,1,0,0,0,0,0,NA
CAMK2D,,1,0,0,0,0,0,-0.875156522062835
CAMK2G,,1,0,0,0,0,0,-3.07628179084649
CAMK4,,1,0,0,0,0,0,NA
CAMKK1,,1,0,0,0,0,0,NA
CAMP,,1,0,0,0,0,0,NA
CAPN1,,1,0,0,0,0,0,-1.32977184208958
CAPN2,,1,0,0,0,0,0,-2.25441131912961
CAPNS1,,1,0,0,0,0,0,-2.25854570324407
CARD16,,1,0,0,0,0,0,NA
CARM1,,1,0,0,0,0,0,0.39531463751869
CASP1,,1,0,0,0,0,0,-1.58545195232385
CASP10,,1,0,0,0,0,0,NA
CASP2,,1,0,0,0,0,0,NA
CASP3,,1,0,0,0,0,0,1.17810482670161
CASP6,,1,0,0,0,0,0,2.63867684272312
CASP7,,1,0,0,0,0,0,-0.230005100129562
CASP8,,1,0,0,0,0,0,1.49543021295787
CASP9,,1,0,0,0,0,0,NA
CAT,P,0,0,1,-1,1,-1,-8.14547359202424
CAV1,P,0,0,1,-1,1,-1,-12.5962878490496
CBFA2T3,,1,0,0,0,0,0,NA
CBL,,1,0,0,0,0,0,-0.547392896511019
CCAR2,,1,0,0,0,0,0,4.47047939321288
CCK,,1,0,0,0,0,0,NA
CCL15,,1,0,0,0,0,0,NA
CCL2,,1,0,0,0,0,0,NA
CCN1,,1,0,0,0,0,0,NA
CCN2,,1,0,0,0,0,0,NA
CCNA1,,1,0,0,0,0,0,NA
CCNA2,,1,0,0,0,0,0,NA
CCNA2_CDK2,,1,0,0,0,0,0,NA
CCNB1,,1,0,0,0,0,0,NA
CCNB1_CDK1,,1,0,0,0,0,0,NA
CCND1,,1,0,0,0,0,0,NA
CCND1_CDK4,,1,0,0,0,0,0,NA
CCND2,,1,0,0,0,0,0,NA
CCND3,,1,0,0,0,0,0,NA
CCNE1,,1,0,0,0,0,0,NA
CCNT1,,1,0,0,0,0,0,NA
CD22,,1,0,0,0,0,0,NA
CD247,,1,0,0,0,0,0,NA
CD28,,1,0,0,0,0,0,NA
CD3D,,1,0,0,0,0,0,NA
CD3E,,1,0,0,0,0,0,NA
CD3G,,1,0,0,0,0,0,NA
CD40,,1,0,0,0,0,0,NA
CD40LG,,1,0,0,0,0,0,NA
CD44,,1,0,0,0,0,0,-4.44853057525515
CD58,,1,0,0,0,0,0,NA
CD79A,,1,0,0,0,0,0,NA
CD79B,,1,0,0,0,0,0,NA
CD82,,1,0,0,0,0,0,-2.21798992963725
CD8A,,1,0,0,0,0,0,NA
CD8B,,1,0,0,0,0,0,NA
CDC25A,,1,0,0,0,0,0,NA
CDC34,,1,0,0,0,0,0,NA
CDC42,,1,0,0,0,0,0,-3.18689849912398
CDC7,,1,0,0,0,0,0,NA
CDCA8,,1,0,0,0,0,0,NA
CDH1,,1,0,0,0,0,0,3.34066138559405
CDH11,,1,0,0,0,0,0,-1.51706222045052
CDH13,,1,0,0,0,0,0,-7.9932845693862
CDH17,,1,0,0,0,0,0,NA
CDH2,,1,0,0,0,0,0,NA
CDH3,,1,0,0,0,0,0,-1.78053006830205
CDH4,,1,0,0,0,0,0,NA
CDH5,,1,0,0,0,0,0,-6.60348542395114
CDK1,,1,0,0,0,0,0,NA
CDK2,,1,0,0,0,0,0,NA
CDK3,,1,0,0,0,0,0,NA
CDK4,,1,0,0,0,0,0,NA
CDK5,,1,0,0,0,0,0,2.63592148492415
CDK5_CDK5R1,,1,0,0,0,0,0,NA
CDK6,,1,0,0,0,0,0,NA
CDK7,,1,0,0,0,0,0,NA
CDK8,,1,0,0,0,0,0,NA
CDK9,,1,0,0,0,0,0,NA
CDKN1A,,1,0,0,0,0,0,NA
CDKN2A,,1,0,0,0,0,0,NA
CDKN2AIP,,1,0,0,0,0,0,2.10951714976547
CDR2,,1,0,0,0,0,0,NA
CDS1,,1,0,0,0,0,0,NA
CDX1,,1,0,0,0,0,0,NA
CDX2,,1,0,0,0,0,0,NA
CEBPA,,1,0,0,0,0,0,NA
CEBPB,,0.08,0.92,0,0.92,0,0.92,NA
CEBPE,,1,0,0,0,0,0,NA
CEP43,,1,0,0,0,0,0,NA
CFLAR,,1,0,0,0,0,0,NA
CHAT,,1,0,0,0,0,0,NA
CHEK1,,1,0,0,0,0,0,NA
CHEK2,,1,0,0,0,0,0,NA
CHGA,,1,0,0,0,0,0,NA
CHKA,,1,0,0,0,0,0,NA
CHP1,,1,0,0,0,0,0,NA
CHP2,,1,0,0,0,0,0,NA
CHRNB3,,1,0,0,0,0,0,NA
CHUK,,1,0,0,0,0,0,NA
CISH,,1,0,0,0,0,0,NA
CITED1,,1,0,0,0,0,0,NA
CITED2,,1,0,0,0,0,0,NA
CLK2,,1,0,0,0,0,0,NA
CLU,,1,0,0,0,0,0,-2.5144216836559
CNBP,,1,0,0,0,0,0,NA
CNR1,,1,0,0,0,0,0,NA
CNTF,,1,0,0,0,0,0,NA
COL1A1,,1,0,0,0,0,0,NA
COP1,,1,0,0,0,0,0,NA
COPS5,,1,0,0,0,0,0,-0.0761584171984415
COPS6,,1,0,0,0,0,0,-0.563260392946776
CPT1A,,0.73,0.27,0,0.27,0,0.27,-0.580987253537268
CPT1B,,0.39,0.61,0,0.61,0,0.61,NA
CPT1C,,0.88,0.12,0,0.12,0,0.12,NA
CPT2,,0.27,0.73,0,0.73,0,0.73,1.51341661561117
CREB1,,1,0,0,0,0,0,2.70344733397585
CREB3,,1,0,0,0,0,0,NA
CREB3L1,,1,0,0,0,0,0,NA
CREB3L2,,1,0,0,0,0,0,NA
CREB3L3,,1,0,0,0,0,0,NA
CREB3L4,,1,0,0,0,0,0,NA
CREB5,,1,0,0,0,0,0,NA
CREBBP,,1,0,0,0,0,0,NA
CREBBP_EP300,,1,0,0,0,0,0,NA
CREM,,1,0,0,0,0,0,NA
CRH,,1,0,0,0,0,0,NA
CRHR1,,1,0,0,0,0,0,NA
CRP,,1,0,0,0,0,0,-0.770870782100775
CRYAB,,1,0,0,0,0,0,-5.46883978502262
CSAD,,1,0,0,0,0,0,NA
CSF1,,1,0,0,0,0,0,NA
CSF2,,1,0,0,0,0,0,NA
CSF2RB,,1,0,0,0,0,0,NA
CSF3,,1,0,0,0,0,0,NA
CSN1S1,,1,0,0,0,0,0,NA
CSNK1A1,,1,0,0,0,0,0,3.0303876827404
CSNK1A1L,,1,0,0,0,0,0,NA
CSNK1D,,1,0,0,0,0,0,NA
CSNK1E,,1,0,0,0,0,0,NA
CSNK1G1,,1,0,0,0,0,0,NA
CSNK1G2,,1,0,0,0,0,0,NA
CSNK2A1,,1,0,0,0,0,0,2.17785554892521
CSNK2A2,,1,0,0,0,0,0,2.13801400039726
CSNK2B,,1,0,0,0,0,0,NA
CTBP1,,1,0,0,0,0,0,3.55955917647892
CTCF,,1,0,0,0,0,0,1.22258078832889
CTDSP1,,1,0,0,0,0,0,-0.231333292493014
CTLA4,,1,0,0,0,0,0,NA
CTNNA1,,1,0,0,0,0,0,0.91580020390829
CTNNA3,,1,0,0,0,0,0,0.91580020390829
CTNNB1,,1,0,0,0,0,0,-1.5246007345689
CTNNBIP1,,1,0,0,0,0,0,NA
CTNND1,,1,0,0,0,0,0,0.072828716630282
CTSB,,1,0,0,0,0,0,0.933260580262097
CTSD,,1,0,0,0,0,0,-1.59266410692097
CUL1,,1,0,0,0,0,0,3.9645931967309
CXCL1,,1,0,0,0,0,0,NA
CXCL12,,1,0,0,0,0,0,-5.51807771710381
CXCL13,,1,0,0,0,0,0,NA
CXCL2,,1,0,0,0,0,0,NA
CXCR4,,1,0,0,0,0,0,NA
CYCS,,1,0,0,0,0,0,1.54836426991345
CYLD,,1,0,0,0,0,0,NA
DAAM1,,1,0,0,0,0,0,NA
DAB2IP,,1,0,0,0,0,0,NA
DACH1,,1,0,0,0,0,0,NA
DAPK1,,1,0,0,0,0,0,NA
DAPK3,,1,0,0,0,0,0,1.18625808008537
DAXX,,1,0,0,0,0,0,NA
DBI,,1,0,0,0,0,0,-1.53221057050836
DDB1,,1,0,0,0,0,0,1.18743373499353
DDR1,,1,0,0,0,0,0,NA
DDX21,P,0,1,0,1,1,1,6.95670590229891
DDX5,,1,0,0,0,0,0,5.02301878563003
DEK,,1,0,0,0,0,0,3.28834837407328
DEPTOR_EEF1A1_MLST8_MTOR_PRR5_RICTOR,,1,0,0,0,0,0,NA
DFFA,,1,0,0,0,0,0,NA
DKK1,,1,0,0,0,0,0,NA
DLAT,,1,0,0,0,0,0,-1.51955322059687
DLD,,1,0,0,0,0,0,0.56679511690343
DNAJA1,,1,0,0,0,0,0,2.52934386300303
DNAJA3,,1,0,0,0,0,0,3.60293097500147
DPP4,,1,0,0,0,0,0,1.34112217340217
DRD2,,1,0,0,0,0,0,NA
DSCAM,,1,0,0,0,0,0,NA
DSCAML1,,1,0,0,0,0,0,NA
DTX1,,1,0,0,0,0,0,NA
DUSP1,,1,0,0,0,0,0,NA
DUSP10,,1,0,0,0,0,0,NA
DUSP16,,1,0,0,0,0,0,NA
DUSP2,,1,0,0,0,0,0,NA
DUSP3,,1,0,0,0,0,0,-0.392155100752704
DUSP4,,1,0,0,0,0,0,NA
DUSP5,,1,0,0,0,0,0,NA
DUSP6,,1,0,0,0,0,0,NA
DUSP8,,1,0,0,0,0,0,NA
DVL1,,1,0,0,0,0,0,NA
DVL2,,1,0,0,0,0,0,NA
DVL3,,1,0,0,0,0,0,NA
DYRK1B,,1,0,0,0,0,0,NA
DYRK2,,1,0,0,0,0,0,NA
E2F1,,1,0,0,0,0,0,NA
E2F2,,1,0,0,0,0,0,NA
E2F3,,1,0,0,0,0,0,NA
E2F4,,1,0,0,0,0,0,NA
E2F5,,1,0,0,0,0,0,NA
E2F6,,1,0,0,0,0,0,NA
E2F7,,1,0,0,0,0,0,NA
E4F1,,1,0,0,0,0,0,NA
EBI3,,1,0,0,0,0,0,NA
ECT2,,1,0,0,0,0,0,NA
EDN1,,1,0,0,0,0,0,NA
EDN3,,1,0,0,0,0,0,NA
EGF,,1,0,0,0,0,0,NA
EGFR,,1,0,0,0,0,0,1.50286400170077
EGR1,,1,0,0,0,0,0,NA
EGR2,,1,0,0,0,0,0,NA
EGR3,,1,0,0,0,0,0,NA
EIF2AK2,,1,0,0,0,0,0,2.13147778845915
EIF4E,,1,0,0,0,0,0,2.21462190853309
ELANE,,1,0,0,0,0,0,NA
ELAVL1,,1,0,0,0,0,0,4.59326128047522
ELK1,,1,0,0,0,0,0,NA
EMD,,1,0,0,0,0,0,0.497126881259255
ENG,,1,0,0,0,0,0,-2.29114904140689
ENO1,,1,0,0,0,0,0,2.44897293531154
ENPEP,,1,0,0,0,0,0,-5.2825179458399
Enzyme10371__ACADVL_HADHA_HADHB,,1,0,0,0,0,0,NA
Enzyme1175__SLC25A20,,0,1,0,1,0,1,NA
Enzyme1175__SLC25A20_reverse,,1,0,0,0,0,0,NA
Enzyme1199__TAT_reverse,,1,0,0,0,0,0,NA
Enzyme125000002__SLC38A2,,1,0,0,0,0,0,NA
Enzyme133__AKR1A1,,1,0,0,0,0,0,NA
Enzyme136__ALDH1A2,,1,0,0,0,0,0,NA
Enzyme136__ALDH1B1,,1,0,0,0,0,0,NA
Enzyme136__ALDH3A1,,1,0,0,0,0,0,NA
Enzyme136__ALDH3A2,,1,0,0,0,0,0,NA
Enzyme136__ALDH3B1,,1,0,0,0,0,0,NA
Enzyme136__ALDH3B2,,1,0,0,0,0,0,NA
Enzyme136__ALDH9A1,,1,0,0,0,0,0,NA
Enzyme1401__SLC6A6,,1,0,0,0,0,0,NA
Enzyme1401__SLC6A6_reverse,,1,0,0,0,0,0,NA
Enzyme1453__CPT2,,1,0,0,0,0,0,NA
Enzyme1453__CPT2_reverse,,0.8,0.2,0,0.2,0,0.2,NA
Enzyme1454__SLC25A20,,0.59,0.41,0,0.41,0,0.41,NA
Enzyme1454__SLC25A20_reverse,,0.95,0.05,0,0.05,0,0.05,NA
Enzyme16__AOC3,,1,0,0,0,0,0,NA
Enzyme1603__SCD,,1,0,0,0,0,0,NA
Enzyme1603__SCD5,,1,0,0,0,0,0,NA
Enzyme1632__ACAA2_HADHB,,1,0,0,0,0,0,NA
Enzyme168800002__SLC25A1,,1,0,0,0,0,0,NA
Enzyme177__SLC1A1_TRANSPORTER2,,0.92,0.08,0,0.08,0,0.08,NA
Enzyme177__SLC1A2_TRANSPORTER2,,1,0,0,0,0,0,NA
Enzyme177__SLC1A3_TRANSPORTER2,,1,0,0,0,0,0,NA
Enzyme177__SLC1A6_TRANSPORTER2,,1,0,0,0,0,0,NA
Enzyme179400003__SLC6A6,,1,0,0,0,0,0,NA
Enzyme1830__SLC7A5_TRANSPORTER4_reverse,,1,0,0,0,0,0,NA
Enzyme1842__SLC7A5_TRANSPORTER4_reverse,,1,0,0,0,0,0,NA
Enzyme185100002__SLC7A5,,1,0,0,0,0,0,NA
Enzyme185200002__SLC7A5,,1,0,0,0,0,0,NA
Enzyme185300002__SLC7A5,,1,0,0,0,0,0,NA
Enzyme211600002__SLCO1B1,,1,0,0,0,0,0,NA
Enzyme211700002__SLCO1B1,,1,0,0,0,0,0,NA
Enzyme211800002__SLCO1B1,,1,0,0,0,0,0,NA
Enzyme213__CPT1A,,0.82,0.18,0,0.18,0,0.18,NA
Enzyme213__CPT1A_reverse,,1,0,0,0,0,0,NA
Enzyme213__CPT1B,,0.63,0.37,0,0.37,0,0.37,NA
Enzyme213__CPT1B_reverse,,1,0,0,0,0,0,NA
Enzyme213__CPT1C,,0.92,0.08,0,0.08,0,0.08,NA
Enzyme213__CPT1C_reverse,,1,0,0,0,0,0,NA
Enzyme214__CPT1A,,1,0,0,0,0,0,NA
Enzyme214__CPT1A_reverse,,0.88,0.12,0,0.12,0,0.12,NA
Enzyme214__CPT2,,1,0,0,0,0,0,NA
Enzyme214__CPT2_reverse,,0.6,0.4,0,0.4,0,0.4,NA
Enzyme215__SLC25A20,,0.59,0.41,0,0.41,0,0.41,NA
Enzyme215__SLC25A20_reverse,,0.63,0.37,0,0.37,0,0.37,NA
Enzyme220600002__SLC25A1,,0.08,0.92,0,0.92,0,0.92,NA
Enzyme220700001__SLC25A1,,1,0,0,0,0,0,NA
Enzyme220800003__SLC25A1,,1,0,0,0,0,0,NA
Enzyme221500002__SLC25A1,,1,0,0,0,0,0,NA
Enzyme222__CPT1A,,0.98,0.02,0,0.02,0,0.02,NA
Enzyme222__CPT1A_reverse,,1,0,0,0,0,0,NA
Enzyme222__CPT1B,,0.89,0.11,0,0.11,0,0.11,NA
Enzyme222__CPT1B_reverse,,1,0,0,0,0,0,NA
Enzyme222__CPT1C,,0.96,0.04,0,0.04,0,0.04,NA
Enzyme222__CPT1C_reverse,,1,0,0,0,0,0,NA
Enzyme223__SLC25A20,,0.4,0.6,0,0.6,0,0.6,NA
Enzyme223__SLC25A20_reverse,,0.63,0.37,0,0.37,0,0.37,NA
Enzyme2500__SLC25A20,,0.92,0.08,0,0.08,0,0.08,NA
Enzyme2500__SLC25A20_reverse,,1,0,0,0,0,0,NA
Enzyme2533__CPT1A,,0.73,0.27,0,0.27,0,0.27,NA
Enzyme2533__CPT1A_reverse,,1,0,0,0,0,0,NA
Enzyme2533__CPT1B,,0.39,0.61,0,0.61,0,0.61,NA
Enzyme2533__CPT1B_reverse,,1,0,0,0,0,0,NA
Enzyme2533__CPT1C,,0.88,0.12,0,0.12,0,0.12,NA
Enzyme2533__CPT1C_reverse,,1,0,0,0,0,0,NA
Enzyme2599__CPT1A_reverse,,1,0,0,0,0,0,NA
Enzyme2599__CPT1B_reverse,,1,0,0,0,0,0,NA
Enzyme2599__CPT1C_reverse,,1,0,0,0,0,0,NA
Enzyme2662__DBI,,1,0,0,0,0,0,NA
Enzyme2691__SLC27A4,,1,0,0,0,0,0,NA
Enzyme273700002__SLC1A4,,1,0,0,0,0,0,NA
Enzyme36100002__SLCO1B1,,1,0,0,0,0,0,NA
Enzyme362__SULT1E1,,0,0,1,-1,0,-1,NA
Enzyme362__SULT2A1,,1,0,0,0,0,0,NA
Enzyme3632__ARG1,,0,1,0,1,0,1,NA
Enzyme3634__GAD1,,0,1,0,1,0,1,NA
Enzyme3636__GOT1,,1,0,0,0,0,0,NA
Enzyme3636__GOT1_reverse,,0.08,0.92,0,0.92,0,0.92,NA
Enzyme3667__CAD,,1,0,0,0,0,0,NA
Enzyme3712__BCAT1_reverse,,1,0,0,0,0,0,NA
Enzyme3740__BCAT1_reverse,,1,0,0,0,0,0,NA
Enzyme3746__ACSS2,,1,0,0,0,0,0,NA
Enzyme3806__ALDH1A1,,1,0,0,0,0,0,NA
Enzyme3806__ALDH1A2,,1,0,0,0,0,0,NA
Enzyme3806__ALDH1A3,,1,0,0,0,0,0,NA
Enzyme3806__ALDH1B1,,1,0,0,0,0,0,NA
Enzyme3806__ALDH3A1,,1,0,0,0,0,0,NA
Enzyme3806__ALDH3A2,,1,0,0,0,0,0,NA
Enzyme3806__ALDH3B1,,1,0,0,0,0,0,NA
Enzyme3806__ALDH3B2,,1,0,0,0,0,0,NA
Enzyme3806__ALDH7A1,,1,0,0,0,0,0,NA
Enzyme3806__ALDH9A1,,1,0,0,0,0,0,NA
Enzyme3811__CLYBL,,1,0,0,0,0,0,NA
Enzyme3823__ACSS2,,1,0,0,0,0,0,NA
Enzyme4252__ACSL1,,1,0,0,0,0,0,NA
Enzyme4252__ACSL3,,1,0,0,0,0,0,NA
Enzyme4252__ACSL4,,1,0,0,0,0,0,NA
Enzyme4252__ACSL5,,1,0,0,0,0,0,NA
Enzyme4252__ACSL6,,1,0,0,0,0,0,NA
Enzyme4290__ACSL1,,1,0,0,0,0,0,NA
Enzyme4290__ACSL3,,1,0,0,0,0,0,NA
Enzyme4290__ACSL4,,1,0,0,0,0,0,NA
Enzyme4290__ACSL5,,1,0,0,0,0,0,NA
Enzyme4290__ACSL6,,1,0,0,0,0,0,NA
Enzyme4301__ACSL1,,1,0,0,0,0,0,NA
Enzyme4301__ACSL3,,1,0,0,0,0,0,NA
Enzyme4301__ACSL4,,1,0,0,0,0,0,NA
Enzyme4301__ACSL5,,1,0,0,0,0,0,NA
Enzyme4301__ACSL6,,1,0,0,0,0,0,NA
Enzyme4352__ACHE,,1,0,0,0,0,0,NA
Enzyme4352__BCHE,,1,0,0,0,0,0,NA
Enzyme4465__CYP17A1,,1,0,0,0,0,0,NA
Enzyme4473__HSD3B1,,1,0,0,0,0,0,NA
Enzyme4473__HSD3B2,,1,0,0,0,0,0,NA
Enzyme4485__HACD2,,1,0,0,0,0,0,NA
Enzyme4494__SCD,,1,0,0,0,0,0,NA
Enzyme4494__SCD5,,1,0,0,0,0,0,NA
Enzyme452400002__SLC22A9,,0.64,0.36,0,0.36,0,0.36,NA
Enzyme452400002__SLC25A20,,0.84,0.16,0,0.16,0,0.16,NA
Enzyme452900002__SLC22A9,,1,0,0,0,0,0,NA
Enzyme452900002__SLC25A20,,0.98,0.02,0,0.02,0,0.02,NA
Enzyme4557__CPT1A,,0.75,0.25,0,0.25,0,0.25,NA
Enzyme4557__CPT1A_reverse,,1,0,0,0,0,0,NA
Enzyme4557__CPT1B,,0.85,0.15,0,0.15,0,0.15,NA
Enzyme4557__CPT1B_reverse,,1,0,0,0,0,0,NA
Enzyme4557__CPT1C,,0.94,0.06,0,0.06,0,0.06,NA
Enzyme4557__CPT1C_reverse,,1,0,0,0,0,0,NA
Enzyme4560__CPT1A,,0.89,0.11,0,0.11,0,0.11,NA
Enzyme4560__CPT1A_reverse,,1,0,0,0,0,0,NA
Enzyme4560__CPT1B,,0.81,0.19,0,0.19,0,0.19,NA
Enzyme4560__CPT1B_reverse,,1,0,0,0,0,0,NA
Enzyme4560__CPT1C,,0.99,0.01,0,0.01,0,0.01,NA
Enzyme4560__CPT1C_reverse,,1,0,0,0,0,0,NA
Enzyme4562__CPT2,,0.72,0.28,0,0.28,0,0.28,NA
Enzyme4562__CPT2_reverse,,1,0,0,0,0,0,NA
Enzyme4600__ACADL,,1,0,0,0,0,0,NA
Enzyme4600__ACADM,,1,0,0,0,0,0,NA
Enzyme4600__ACADVL,,1,0,0,0,0,0,NA
Enzyme4604__HADHB,,1,0,0,0,0,0,NA
Enzyme4642__HADHB,,1,0,0,0,0,0,NA
Enzyme4752__ALDH1B1,,1,0,0,0,0,0,NA
Enzyme4752__ALDH2,,1,0,0,0,0,0,NA
Enzyme4752__ALDH3A2,,1,0,0,0,0,0,NA
Enzyme4752__ALDH7A1,,1,0,0,0,0,0,NA
Enzyme4752__ALDH9A1,,1,0,0,0,0,0,NA
Enzyme4786__ADI1,,1,0,0,0,0,0,NA
Enzyme4787__IL4I1,,1,0,0,0,0,0,NA
Enzyme498800002__SLCO1B1,,1,0,0,0,0,0,NA
